Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Underwood, D.","","Expert systems at mutual life: A three-pronged approach",1992,"Journal of Systems Management",43,"1",,13,16,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0039357721&partnerID=40&md5=007638c860704929a5f8a7d745487702",Article,Final,"",Scopus,2-s2.0-0039357721
"Cragg, P.B., King, M."," ","IS sophistication and financial performance of small engineering firms",1992,"European Journal of Information Systems",6,"1",,410,426,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0007205694&partnerID=40&md5=1a75486f8d12c4daef861596df192728",Article,Final,"",Scopus,2-s2.0-0007205694
"King, D.","",[No title available],1992,"Project Management Made Simple",,"",,,,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042613449&partnerID=40&md5=eeb453b988d5cd9151dd7a99d1e5a282",Article,Final,"",Scopus,2-s2.0-0042613449
"Carlyle, Ralph","57225234698","Tomorrow organization",1990,"Datamation",36,"3",,22,"25, 28",,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0025385392&partnerID=40&md5=36a5e12f50e0bcb2dd6776494d8e0b19",Article,Final,"",Scopus,2-s2.0-0025385392
"Walsh, J.J., Kanter, J."," ","Towards more successful project management",1988,"Journal of Systems Management",39,"1",,16,21,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249039778&partnerID=40&md5=50e7f0c976f06a61b8ea44cab90076a4",Article,Final,"",Scopus,2-s2.0-34249039778
"Sullivan-Trainor, M.","","MIS stares at skills crunch",1988,"Computerworld",22,"10",,,,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879647884&partnerID=40&md5=d064819ad260673527e823a33e7ecd14",Article,Final,"",Scopus,2-s2.0-84879647884
"Wetherbe, J.C.","","The MIS conundrum-centralization or decentralization",1988,"Chief Financial Officer USA",,"",,,,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042992500&partnerID=40&md5=7bc3760b62ebf005f6771dc396997f6e",Article,Final,"",Scopus,2-s2.0-0042992500
"Sullivan-Trainor, M.","","The Premier 100",1988,"Computerworld",,"12",,95,97,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976697338&partnerID=40&md5=af63eb0ab6272e32e3855ffd9ef68060",Article,Final,"",Scopus,2-s2.0-84976697338
"Argyris, C.","","Some Inner Contradictions in Management Information Systems",1987,"Information Analysis",,"",,99,111,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84909823862&partnerID=40&md5=3b8b4b01485ac42ac4c92b36996be430",Article,Final,"",Scopus,2-s2.0-84909823862
"Rosenberg, R.","","Network trauma: Making ends meet when two firms merge",1987,"Data Communications",16,"8",,102,111,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346642161&partnerID=40&md5=4ce9272cbbc1eb48170d096072d4cc84",Article,Final,"",Scopus,2-s2.0-0346642161
"Galliers, B.","","A failure of direction",1986,"Bus. Computing &amp; Commun.",,"",,32,38,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-71549172424&partnerID=40&md5=6332dc38340fb3a39e8d4db2c6db69ff",Article,Final,"",Scopus,2-s2.0-71549172424
"Wiseman, C.","","Strategic vision",1985,"Computer-world",19,"20",,1,17,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0009354361&partnerID=40&md5=463ab3b618a61d734e1b7a6aff1d6c3d",Article,Final,"",Scopus,2-s2.0-0009354361
"Maglitta, J.","","Hard skills for hard times",1983,"Computerworld",27,"51",,,,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003637586&partnerID=40&md5=a4595113310911d8fc0cb81a6c9f4435",Article,Final,"",Scopus,2-s2.0-0003637586
"Stephan, G.E.","7101759945","A research note on deriving the square-cube law of formal organizations from the theory of time-minimization",1983,"Social Forces",61,"3",,847,854,,6,10.1093/sf/61.3.847,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925981239&partnerID=40&md5=4810c5a4ae807f5f9e672b87cbe73e35",Article,Final,"",Scopus,2-s2.0-84925981239
"Paulson, S.K., Stump, A.L."," ","Small business and the theory of small bureaucracies",1979,"American Journal of Small Business",3,"3",,34,47,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042396638&partnerID=40&md5=047cf4962f813a3754cee4b9e1416e9c",Article,Final,"",Scopus,2-s2.0-0042396638
"Earl, M.","24761956600","Emerging trends in managing new information technologies",2018,"The Management Implications of New Information Technology",,"",,189,215,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068199832&partnerID=40&md5=dbdf9bb4b2bfb662ee869da5daa73ff7",Book Chapter,Final,"",Scopus,2-s2.0-85068199832
"Wang, E.T.G., Chiu, C.-H., Chen, K.-X.","7403414376; 56605751300; 56605620800","Effect of IT skills on it capabilities and IT-business alignment",2013,"Proceedings - Pacific Asia Conference on Information Systems, PACIS 2013",,"",,,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84928492178&partnerID=40&md5=038cb1367289fa215a888e326074df42",Conference Paper,Final,"",Scopus,2-s2.0-84928492178
"Kyriakidou, O.","8746151000","Relational perspectives on the construction of meaning: A network model of change interpretation",2011,"Journal of Organizational Change Management",24,"5",,572,592,,5,10.1108/09534811111158868,"https://www.scopus.com/inward/record.url?eid=2-s2.0-80052631245&partnerID=40&md5=bdc9ca8754bfbeaa725885d6b976894d",Article,Final,"",Scopus,2-s2.0-80052631245
"McGee, M.K.","",[No title available],2008,"IT and Business Alignment Remains CIO's Top Concern",,"",,,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84864937048&partnerID=40&md5=dfdd4540e400f7658598722f6c6d3abc",Article,Final,"",Scopus,2-s2.0-84864937048
"Ozkan, S., Cakir, M., Bilgen, S.","8342685500; 55100830800; 6701741537","A maturity based qualitative information systems effectiveness evaluation of a public organization in Turkey",2008,"Journal of Cases on Information Technology",10,"3",,58,71,,5,10.4018/jcit.2008070106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-55949093025&partnerID=40&md5=1fb0afaa1af9cde2e18539706f15e571",Article,Final,"All Open Access, Green",Scopus,2-s2.0-55949093025
"Jenkin, T.A., Chan, Y.E."," ",[No title available],2006,"Exploring the IS Project Alignment Construct",,"",,,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36549047331&partnerID=40&md5=2664e3c5ead08df0b0eb7325f11341b9",Article,Final,"",Scopus,2-s2.0-36549047331
"Niederman, F., Mandviwalla, M.","7004058813; 6603171196","Introduction to Special Issue on the Evolution of IT (Computer) Personnel Research: More Theory, More Understanding, More Questions",2004,"Data Base for Advances in Information Systems",35,"3",,6,8,,5,10.1145/1017114.1017117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33751184365&partnerID=40&md5=c6a8bf5e927588f0d664c406cd28b377",Article,Final,"",Scopus,2-s2.0-33751184365
"McKelvey, B.","","1&lt;sup&gt;st&lt;/sup&gt; Principles of Efficacious Adaptation",2004,"Working Paper, UCLA Anderson School of Management",,"",,,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992994345&partnerID=40&md5=176c9bd65a9821af89ba922297bdb0ff",Article,Final,"",Scopus,2-s2.0-84992994345
"Shearer, B.","","Avoiding the IT integration blues",2004,"Mergers and Acquisitions",39,"11",,10,15,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749101349&partnerID=40&md5=917ebe044fe6d62a066480b1ef85ffab",Article,Final,"",Scopus,2-s2.0-39749101349
"WHEELER, B.C., MARAKAS, G.M., BRICKLEY, P.","  ","From back office to boardroom: Repositioning global IT by educating the line to lead at British American Tobacco",2002,"MIS Quarterly Executive",1,"1",,47,62,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-35548964827&partnerID=40&md5=6a639567289bc81b358b609f0cc9cdb9",Article,Final,"",Scopus,2-s2.0-35548964827
"Yetton, P.W., Johnston, K.D.","6601984944; 7202814621","Competing forms of fit in a professional bureaucracy: IT management dilemmas",2001,"International Journal of Healthcare Technology and Management",3,"2-4",,142,159,,5,10.1504/ijhtm.2001.001115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36549045426&partnerID=40&md5=51484fa64f62947aacd7887823ed0da2",Article,Final,"",Scopus,2-s2.0-36549045426
"Maes, R., Rijsenbrij, D., Truijens, O., Goedvolk, H.","   ","""""Redefining business - IT alignment through a unified framework""""",2000,"Proceedings of the Landelijk Architectuur Congres",,"",,,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746730414&partnerID=40&md5=5415db598d6983051dbb2d7f77d04c72",Article,Final,"",Scopus,2-s2.0-33746730414
"Robbins, N.","57208039796","Technology subcultures and indicators associated with high technology performance in school",2000,"Journal of Research on Computing in Education",33,"2",,111,124,,5,10.1080/08886504.2000.10782303,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010606933&partnerID=40&md5=ad787d88a2bd0ef78c280bc47ba2c2d4",Article,Final,"",Scopus,2-s2.0-85010606933
"Burn, J.M.","","A professional balancing act: Walking the tightrope of strategic alignment",1997,"Steps to the Future",,"",,,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0007268246&partnerID=40&md5=2d705054f7559de4a5997286025fb95a",Article,Final,"",Scopus,2-s2.0-0007268246
"Alter, A.","","The profit center paradox",1995,"Computerworld",24,"",,101,105,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0040448936&partnerID=40&md5=da7bbb8b1212772dfd314d6957a8ef4f",Article,Final,"",Scopus,2-s2.0-0040448936
"Boyle, R.","","Critical success factors for establishing and maintaining the position of CIO",1994,"Information Strategy: the Executives Journal",11,"1",,29,39,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3242771284&partnerID=40&md5=85b8919e4c54fd11672af7aed22cb374",Article,Final,"",Scopus,2-s2.0-3242771284
"Sauer, C., Yetton, P."," ","Dynamics of fit and the fit of dynamics: Aligning IT in a dynamic organization",1994,"Proc. Fifteenth International Conf. on Information Systems",,"",,41,50,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347902342&partnerID=40&md5=a1e3c56c899aa4deb5c23ab5918ad59f",Article,Final,"",Scopus,2-s2.0-0347902342
"Margolis, N.","","Need for Central IS Grows",1993,"Computerworld",27,"",,16,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919215260&partnerID=40&md5=9bee78fa72723b835908014b0f72c340",Article,Final,"",Scopus,2-s2.0-84919215260
"Chen, I.J., Gupta, A."," ","Understanding the human aspects of flexible manufacturing system through management development",1993,"Journal of Management Development",10,"1",,32,43,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0011006738&partnerID=40&md5=0d78eb2eb9ccbfe291b1e5d970358ec4",Article,Final,"",Scopus,2-s2.0-0011006738
"Hildebrand, C., Booker, E."," ","Squeeze Play",1993,"Computerworld",27,"16",,86,89,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876595382&partnerID=40&md5=96f6097ea12efa9e5f6ba4677cfa4408",Article,Final,"",Scopus,2-s2.0-84876595382
"Violano, M.","","The importance of being ruthless",1990,"Institutional Investor",24,"",,127,129,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042208993&partnerID=40&md5=b4724bf22d3d6cebd8bb199e48e146d8",Article,Final,"",Scopus,2-s2.0-0042208993
"Meredith, J.R.","","Managerial Lessons in Factory Automation: Three Case Studies in Flexible Manufacturing Systems",1989,"Monograph",4,"",,1,77,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863182301&partnerID=40&md5=a88c9d9f220cf3ecbd16ce590c746f19",Article,Final,"",Scopus,2-s2.0-84863182301
"Connor, D.","",[No title available],1988,"Computer Systems Development",,"",,,,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911275831&partnerID=40&md5=7ed84203a711b537ddab7e5e29e5d610",Article,Final,"",Scopus,2-s2.0-84911275831
"Kirkley, J.","","MIS profession is not what it used to be",1988,"Computerworld",,"",,80,81,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003555283&partnerID=40&md5=909a72a63fd816a5dbb6fa70f8ffe5ec",Article,Final,"",Scopus,2-s2.0-0003555283
"Hartog, C., Rouse, R."," ","A Blueprint for the New IS Professional",1987,"Datamation",33,"",,64,69,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-67651167422&partnerID=40&md5=46e531053e76f3153ce3157475394002",Article,Final,"",Scopus,2-s2.0-67651167422
"Galliers, R.D.","","Information systems planning: A manifesto for Australian-based research",1987,"Australia Computer Journal",19,"2",,49,55,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-24044516336&partnerID=40&md5=4ad20615512cfcd134b74c11ca609cc0",Article,Final,"",Scopus,2-s2.0-24044516336
"Waterman, R.H., Peters, T.J., Phillips, J.R.","  ","Structure is not organisation",1980,"The Strategy Process",,"",,309,314,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0007280015&partnerID=40&md5=786de9ac799ca044a46c6abe71acdba2",Article,Final,"",Scopus,2-s2.0-0007280015
"Reeves, G., Bussom, R."," ","Information Systems Curriculum",1979,"Journal of Systems Management",30,"3",,18,21,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84915115841&partnerID=40&md5=021fff5083ccd3213596101d5393e036",Article,Final,"",Scopus,2-s2.0-84915115841
"Powell, T.","","When lemmings learn to sail: Turning TQM to competitive advantage",2019,"1995 Handbook of Business Strategy",,"",,42,54,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346409496&partnerID=40&md5=ce12867bff0de3443cf7d47cb5cf619d",Article,Final,"",Scopus,2-s2.0-0346409496
"Goswami, S.","","Work-life conflict among IT professionals",2014,"The IUP Journal of Organizational Behavior",13,"4",,38,59,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975478947&partnerID=40&md5=cb13533a49b8eae15584754b47b74a02",Article,Final,"",Scopus,2-s2.0-84975478947
"Kahai, S.S., Sosik, J.J., Avolio, B.J.","  ","Effects of transformational leadership and media on collaboration and performance in virtual teams",2013,"Symposium on Leadership in Virtual Groups: Looking Back and Charting Paths Forward; Orlando: Academy of Management Meeting",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975090268&partnerID=40&md5=1915cdb2c6b89d4cc7d5bbad8194760c",Article,Final,"",Scopus,2-s2.0-84975090268
"Dumlao, R.J., Janke, E.M."," ","Using relational dialectics to address differences in community-campus partnerships",2012,"Journal of Higher Education Outreach and Engagement",16,"2",,151,175,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902878359&partnerID=40&md5=8adfadcb859025352a68085bc6fcd78d",Article,Final,"",Scopus,2-s2.0-84902878359
"Oreilly, C., Tushman, M., Harreld, B.","  ",[No title available],2011,"Organizational Ambidexterity: IBM and Emerging Business Opportunities",,"",,20,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954411297&partnerID=40&md5=65418a2874388594d8ed7012c6f2bd27",Article,Final,"",Scopus,2-s2.0-77954411297
"Zhang, X., Dhaliwal, J.S., Gillenson, M.L., Moeller, G.","57192504356; 36840589700; 6603122706; 55507774800","Sources of conflict between developers and testers in software development: A preliminary investigation",2008,"14th Americas Conference on Information Systems, AMCIS 2008",3,"",,2046,2057,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84870327324&partnerID=40&md5=a6b1b90ebbc98c4e17337a7d136d7a03",Conference Paper,Final,"",Scopus,2-s2.0-84870327324
"Watson, K.D.","",[No title available],2007,"Remote Management: Traditional Leadership Behaviors in a Contemporary Work Environment",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925278803&partnerID=40&md5=1710c1939829f61dc3bb574460fa08f7",Article,Final,"",Scopus,2-s2.0-84925278803
"Pearlman, E., Baker, E.H."," ",[No title available],2005,"Measure of Alignment Predicts Success",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84864974401&partnerID=40&md5=36fdcfa4447bafb143bede585be0dd46",Article,Final,"",Scopus,2-s2.0-84864974401
"Andriani, P., McKelvey, B."," ","Beyond Gaussian averages: Redirecting organization science toward extreme events and power laws",2005,"Academy of Management Annual Meeting",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33751509596&partnerID=40&md5=f8410ffe998e910f40bd91da4a1d0dd9",Article,Final,"",Scopus,2-s2.0-33751509596
"De Backer, M., Haesen, R., Martens, D., Baesens, B.","55121824600; 14028468500; 14034052100; 6601962197","A stigmergy based approach to data mining",2005,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",3809 LNAI,"",,975,978,,4,10.1007/11589990_123,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33745627513&partnerID=40&md5=6d0339ae06047f81c8d584faada505f5",Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-33745627513
[No author name available],[No author name available],"Is your culture hindering alignment",2004,"CIO Insight",45,"1",,65,75,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36549080387&partnerID=40&md5=0663531a5d94aa2afe28a62888bc0a02",Article,Final,"",Scopus,2-s2.0-36549080387
"Talion, P.P., Kraemer, K.L., Gurbaxani, V.","  ","Executives perceptions of the contribution of information technology to firm performance: A process-oriented approach",2000,"Journal of Management Information Systems",16,"4",,137,165,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33751504521&partnerID=40&md5=7ffde7c1cddbf57e74c30edbf9a13277",Article,Final,"",Scopus,2-s2.0-33751504521
"DeSanctis, G., Dickson, G., Price, R.","  ","Information technology management",2000,"Information Technology and the Future Enterprise: New Models for Managers",,"",,1,25,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84864918699&partnerID=40&md5=0449e2d3d7cfd8790dc10484b9222d48",Article,Final,"",Scopus,2-s2.0-84864918699
"Horwitt, E.","","Webifying the mainframe",1999,"Computerworld",33,"",,76,79,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003572849&partnerID=40&md5=9a7a9ee2d48f9215da41c18a7e5039ad",Article,Final,"",Scopus,2-s2.0-0003572849
"Preiser-Houy, L.","",[No title available],1999,"Building High-Quality Working Relationships Between Information Systems Specialists and Business Clients: The impacts of IS Role, Tactics and Institutional Context",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0942280265&partnerID=40&md5=5f5f4db5fd63a79dcd81fceccea7c1f5",Article,Final,"",Scopus,2-s2.0-0942280265
"Ma, L.C.K., Burn, J.M."," ","Managing the Dynamics of Information Systems Strategic Alignment",1998,"1998 IRMA International Conference",,"",,240,248,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-36549022441&partnerID=40&md5=56cdaa175df3860023d36d205de35886",Article,Final,"",Scopus,2-s2.0-36549022441
"Brown, C.V.","","Advantage 2000 at owens coming",1998,"Managing Information Technology",,"",,640,658,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001842540&partnerID=40&md5=7e000392d273e38628ddd1df6eaec6d6",Article,Final,"",Scopus,2-s2.0-0001842540
[No author name available],[No author name available],[No title available],1997,"Canadian Key Business Directory",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0011474355&partnerID=40&md5=532dfc9e108f67e63c01bed2a8000d0b",Article,Final,"",Scopus,2-s2.0-0011474355
"Johnston, K., Yetton, P."," ","Integrating IT Divisions in a Bank Merger: Fit Compatibility and Models of Change",1996,"Proceedings of the Fourth European Conference On Information Systems",,"",,505,526,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84870972458&partnerID=40&md5=77d132506d322460b16b40f9183fefc1",Article,Final,"",Scopus,2-s2.0-84870972458
"Marais, C.","","Should IS Be Centralized or Decentralized?",1995,"Computerworld",NOVEMBER 27,"",,96,100,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1542481357&partnerID=40&md5=45eda7004d84dd78b5278de09071abf1",Article,Final,"",Scopus,2-s2.0-1542481357
"Sambamurthy, V., Zmud, R.W., Boynton, A.C.","  ","The determinants of business unit reliance on information technologies",1994,"Research in Strategic Management and Information Technology",1,"",,73,106,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347341514&partnerID=40&md5=1b5ef621049afc72622e50b9c9873714",Article,Final,"",Scopus,2-s2.0-0347341514
[No author name available],[No author name available],[No title available],1994,"The Fortune 500",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004294253&partnerID=40&md5=f67f60942f41d0fe6036ef83b4f2430a",Article,Final,"",Scopus,2-s2.0-0004294253
"McCann, S.","","Want to succeed? Get out of IS for awhile",1992,"CIO",26,"44",,107,108,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0442308086&partnerID=40&md5=3678c3792091b83c287748a597c63b5f",Article,Final,"",Scopus,2-s2.0-0442308086
"Huggins, K., Land, R.D."," ",[No title available],1992,"Operations of Life and Health Insurance Companies",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-1642438676&partnerID=40&md5=6f440117db045243b6adfcc6711ba640",Article,Final,"",Scopus,2-s2.0-1642438676
"Daniels, C.","",[No title available],1991,"The Management Challenge of Information Technlogy",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34748923650&partnerID=40&md5=2473aa17b0952dc63faba293747ad236",Article,Final,"",Scopus,2-s2.0-34748923650
"Straub, B., Angell, I.","24308840900; 57225243240","Information systems and uncertainty: a conspiracy of misplaced confidence",1991,"Information Systems Journal",1,"1",,61,70,,4,10.1111/j.1365-2575.1991.tb00027.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84979439118&partnerID=40&md5=d5f800c0d67fcbfb7647d25c76453667",Article,Final,"",Scopus,2-s2.0-84979439118
"PACTEL","",[No title available],1990,"Information Technology: The Catalyst for Change",,"",,,,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910768093&partnerID=40&md5=904f6f242bf6dd28394fddfa1c5fbd1b",Article,Final,"",Scopus,2-s2.0-84910768093
"Beaumont, J.R., Sparks, L."," ","Information technology is a source of competitive advantage",1990,"International Journal of Information Resource Management",1,"1",,28,36,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70449788814&partnerID=40&md5=56ef587cf0b3c5e5389a367f5d67f1ba",Article,Final,"",Scopus,2-s2.0-70449788814
"Carlyle, R.","","Why Consolidation Makes Sense",1990,"Datamation",36,"8",,24,29,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346424003&partnerID=40&md5=c2eac87775a3cd4693359eaa52786cae",Article,Final,"",Scopus,2-s2.0-0346424003
"Verity, J.W.","","Rethinking the Computer",1990,"Business Week",,"",,116,124,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876603359&partnerID=40&md5=b818d4a406578460ae38a53eaac852f7",Article,Final,"",Scopus,2-s2.0-84876603359
"Prentis, E.L.","","Master project planning: Scope, time and cost",1989,"Project Management Journal",20,"1",,24,30,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249104397&partnerID=40&md5=3b4a858ac8a56c9cacf0b4fa4c2dec53",Article,Final,"",Scopus,2-s2.0-34249104397
"Licker, P.S., Miller, M."," ","How Are DP/MIS Graduates Doing?",1989,"Journal of Systems Management",40,"",,25,32,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876648713&partnerID=40&md5=8b377a527f71abb42e01004c73764e27",Article,Final,"",Scopus,2-s2.0-84876648713
"Ball, M.","","MIS hiring and Training: In Search of Business Savvy",1988,"Computerworld",22,"",,57,59,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84979351493&partnerID=40&md5=72b7ba745baaf920ae55dc0371a18d99",Article,Final,"",Scopus,2-s2.0-84979351493
"Rouse, R.A., Hartog, C."," ","The New MIS ProfessionalPart 1",1988,"Journal of Systems Management",41,"5",,6,10,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3042962230&partnerID=40&md5=cf8761484da4ad1b5dabd356b87ae562",Article,Final,"",Scopus,2-s2.0-3042962230
"Goldberg, E.","","Rise of End-User Computing Brings New Challenge to MIS/DP",1986,"Computerworld",20,"28",,77,78,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347992916&partnerID=40&md5=eafc41628b3e7077f0f156724dbf6e77",Article,Final,"",Scopus,2-s2.0-0347992916
"Tozer, E.E.","24442851100","Developing strategies for management information systems",1986,"Long Range Planning",19,"4",,31,40,,4,10.1016/0024-6301(86)90267-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-46149132452&partnerID=40&md5=683a49d09b1e701b5bf2b90996df3637",Article,Final,"",Scopus,2-s2.0-46149132452
"Doll, W.J., Meshad, A."," ","Objectives For Systems Planning",1984,"Journal of Systems Management",35,"1",,26,31,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34548397812&partnerID=40&md5=a9ef44e8e314fbd95da42470d14704bd",Article,Final,"",Scopus,2-s2.0-34548397812
"Dess, G.","","Consensus in the strategy formulation process and firm performance",1983,"Academy of Management Proceedings",,"",,22,26,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347039654&partnerID=40&md5=d356a96f41ca3d2787de687202c19dfd",Article,Final,"",Scopus,2-s2.0-0347039654
"Negoita, B., Lapointe, L., Pinsonneault, A.","55902980900; 8382443500; 6603519070","Achieving strategic alignment: A decisionmaking perspective",2013,"International Conference on Information Systems (ICIS 2013): Reshaping Society Through Information Systems Design",1,"",,284,294,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897693654&partnerID=40&md5=25441d34662b0112fb1b896e523dcae9",Conference Paper,Final,"",Scopus,2-s2.0-84897693654
"van Welsum, D., Lanvin, B."," ","E-leadership skills: Vision report",2012,"E-leadership Skills",,"",,,,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975035907&partnerID=40&md5=5aeef14d546625d03cc960844624de5c",Article,Final,"",Scopus,2-s2.0-84975035907
"Wang, X.","","The analysis on influencial factors on IT governance risks for listed companies in China",2010,"Research On Financial and Economic Issues (in Chinese)",319,"6",,78,85,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84877879698&partnerID=40&md5=619f7bb555b2e94e55c36fde0d2fe77b",Article,Final,"",Scopus,2-s2.0-84877879698
"Sambamurthy, V.","","Creating value through IT and business alignment: How does IS research inform practice?",2008,"Keynote speech, PACIS 2008 Suzhou",,"",,,,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869793537&partnerID=40&md5=eef3be8eb20393812653875895cf2abf",Article,Final,"",Scopus,2-s2.0-84869793537
[No author name available],[No author name available],[No title available],2004,"Sector Profiles of Turkish Industry",,"",,,,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34447124687&partnerID=40&md5=a37e0cb8eb624b47a467c2a6b4f784aa",Article,Final,"",Scopus,2-s2.0-34447124687
"Starzmann, G., Baca, C."," ","Total rewards: Creating freshness that lasts",2004,"Workspan",47,"4",,55,61,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79956046079&partnerID=40&md5=80f38e77dbea3379fe3dd1bafd06375b",Article,Final,"",Scopus,2-s2.0-79956046079
"Thurm, S.","","After the boom, cisco is learning to go slow",2003,"Wall Street Journal",,"",,,,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908929684&partnerID=40&md5=041d822364d8e8684a5776a3d4e74c51",Article,Final,"",Scopus,2-s2.0-84908929684
