Name,Type
"16th IMEKO TC10 Conference 2019 &amp;amp;amp;amp;quot;Testing, Diagnostics and Inspection as a Comprehensive Value Chain for Quality and Safety&amp;amp;amp;amp;quot;",conference and proceedings
"1st International Informatics and Software Engineering Conference: Innovative Technologies for Digital Transformation, IISEC 2019 - Proceedings",conference and proceedings
"2016 13th IEEE International Conference on Solid-State and Integrated Circuit Technology, ICSICT 2016 - Proceedings",conference and proceedings
"2016 IEEE 5th Forum Strategic Partnership of Universities and Enterprises of Hi-Tech Branches, Science. Education. Innovations 2016",conference and proceedings
"2016 International Conference on Fuzzy Theory and Its Applications, iFuzzy 2016",conference and proceedings
"2016 Medical Technologies National Conference, TIPTEKNO 2016",conference and proceedings
"2016 National Conference on Electrical, Electronics and Biomedical Engineering, ELECO 2016",conference and proceedings
"2017 30th International Vacuum Nanoelectronics Conference, IVNC 2017",conference and proceedings
"2017 32nd Conference on Design of Circuits and Integrated Systems, DCIS 2017 - Proceedings",conference and proceedings
"2017 6th International Symposium on Next Generation Electronics, ISNE 2017",conference and proceedings
"2017 Argentine Conference of Micro-Nanoelectronics, Technology and Applications, CAMTA 2017",conference and proceedings
"2017 Constructive Nonsmooth Analysis and Related Topics (Dedicated to the Memory of V.F. Demyanov), CNSA 2017 - Proceedings",conference and proceedings
"2017 IEEE International Conference on Grey Systems and Intelligent Services, GSIS 2017",conference and proceedings
"2017 International Symposium on Lightning Protection, XIV SIPDA 2017",conference and proceedings
"2018 9th Conference on Artificial Intelligence and Robotics and 2nd Asia-Pacific International Symposium, AIAR 2018",conference and proceedings
"2018 9th International Green and Sustainable Computing Conference, IGSC 2018",conference and proceedings
"2018 IEEE Workshop on Augmented and Virtual Realities for Good, VAR4Good 2018",conference and proceedings
"2018 International Conference on Innovations in Science, Engineering and Technology, ICISET 2018",conference and proceedings
"2018 International Conference on Unconventional Modelling, Simulation and Optimization - Soft Computing and Meta Heuristic, UMSO 2018 - Proceedings",conference and proceedings
"2018 Photonics North, PN 2018",conference and proceedings
"2019 15th International Conference on Engineering of Modern Electric Systems, EMES 2019",conference and proceedings
"2019 58th Annual Conference of the Society of Instrument and Control Engineers of Japan, SICE 2019",conference and proceedings
"2019 Pan Pacific Microelectronics Symposium, Pan Pacific 2019",conference and proceedings
"25th International Congress on Sound and Vibration 2018, ICSV 2018: Hiroshima Calling",conference and proceedings
"39th International Annual Conference of the American Society for Engineering Management, ASEM 2018: Bridging the Gap Between Engineering and Business",conference and proceedings
"4th IEEE Conference on Power Engineering and Renewable Energy, ICPERE 2018 - Proceedings",conference and proceedings
"ACM SIGGRAPH 2019 Panels, SIGGRAPH 2019",conference and proceedings
"A-Mobile 2018 - Proceedings of the 1st International Workshop on Advances in Mobile App Analysis, co-located with ASE 2018",conference and proceedings
Applications of Structural Fire Engineering,conference and proceedings
"Baltic Polymer Symposium 2019, BPS 2019 - Programme and Proceedings",conference and proceedings
"ECTI DAMT-NCON 2019 - 4th International Conference on Digital Arts, Media and Technology and 2nd ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineeri",conference and proceedings
"FTXS 2017 - Proceedings of the 2017 Workshop on Fault-Tolerance for HPC at Extreme Scale, co-located with HPDC 2017",conference and proceedings
"Geotechnics Fundamentals and Applications in Construction: New Materials, Structures, Technologies and Calculations - Proceedings of the International Conference on Geotechnics Fundamentals and Appli",conference and proceedings
ICAASE 2016 - Proceedings of the International Conference on Advanced Aspects of Software Engineering,conference and proceedings
IET Seminar Digest,conference and proceedings
"International Colloquium on Logistics and Supply Chain Management, LOGISTIQUA 2019",conference and proceedings
International Conference on Transportation and Development 2018: Traffic and Freight Operations and Rail and Public Transit - Selected Papers from the International Conference on Transportation and D,conference and proceedings
INTER-NOISE 2018 - 47th International Congress and Exposition on Noise Control Engineering: Impact of Noise Control Engineering,conference and proceedings
"ISSCS 2019 - International Symposium on Signals, Circuits and Systems",conference and proceedings
"Proceeding - 2016 International Conference on Sustainable Energy Engineering and Application: Sustainable Energy for a Better Life, ICSEEA 2016",conference and proceedings
"Proceedings - 11th International Conference on Intelligent Computation Technology and Automation, ICICTA 2018",conference and proceedings
"Proceedings - 2018 International Conference on Applied Mathematics and Computational Science, ICAMCS.NET 2018",conference and proceedings
"Proceedings - 2019 IEEE International Symposium on Smart Electronic Systems, iSES 2019",conference and proceedings
"Proceedings - EPNet 2016, Electric Power Networks",conference and proceedings
"Proceedings of 2016 11th International Conference on Reliability, Maintainability and Safety: Integrating Big Data, Improving Reliability and Serving Personalization, ICRMS 2016",conference and proceedings
"Proceedings of 2016 International Conference on Electrical Sciences and Technologies in Maghreb, CISTEM 2016",conference and proceedings
"Proceedings of 2018 IEEE International Conference on Applied Superconductivity and Electromagnetic Devices, ASEMD 2018",conference and proceedings
"Proceedings of KICS-IEEE International Conference on Information and Communications with Samsung LTE and 5G Special Workshop, ICIC 2017",conference and proceedings
Proceedings of Science,conference and proceedings
"Proceedings of the 2016 International Conference on Instrumentation, Control, and Automation, ICA 2016",conference and proceedings
"Proceedings of the 2018 International Conference on Applied Engineering, ICAE 2018",conference and proceedings
"Proceedings of the 2019 International Symposium on Performance Evaluation of Computer and Telecommunication Systems, SPECTS 2019 - Part of SummerSim 2019 Multiconference",conference and proceedings
"Proceedings of the 2019 TEQIP - III Sponsored International Conference on Microwave Integrated Circuits, Photonics and Wireless Networks, IMICPW 2019",conference and proceedings
"Proceedings of the 26th International Congress on Sound and Vibration, ICSV 2019",conference and proceedings
"Proceedings of the 36th International Conference on Ground Control in Mining, ICGCM 2017",conference and proceedings
"Proceedings of the 3rd International Conference on Communication and Electronics Systems, ICCES 2018",conference and proceedings
"Proceedings of the 45th SEFI Annual Conference 2017 - Education Excellence for Sustainability, SEFI 2017",conference and proceedings
"Proceedings of the International Workshop on Semantic Big Data, SBD 2017 - In conjunction with the 2017 ACM SIGMOD/PODS Conference",conference and proceedings
"PSIG Annual Meeting, PSIG 2019",conference and proceedings
SCCS 2019 - 2019 2nd Scientific Conference of Computer Sciences,conference and proceedings
"SIGGRAPH Asia 2019 XR, SA 2019",conference and proceedings
TVX 2019 - Proceedings of the 2019 ACM International Conference on Interactive Experiences for TV and Online Video,conference and proceedings
"World Environmental and Water Resources Congress 2018: Hydraulics and Waterways, Water Distribution Systems Analysis, and Smart Water - Selected Papers from the World Environmental and Water Resource",conference and proceedings
"12th International Space Syntax Symposium, SSS 2019",conference and proceedings
"19th International Workshop on Junction Technology, IWJT 2019",conference and proceedings
"2016 2nd International Conference of Industrial, Mechanical, Electrical, and Chemical Engineering, ICIMECE 2016",conference and proceedings
"2016 2nd International Conference on Open Source Software Computing, OSSCOM 2016",conference and proceedings
"2016 7th International Green and Sustainable Computing Conference, IGSC 2016",conference and proceedings
"2016 IEEE International Workshop on Mixed Reality Art, MRA 2016",conference and proceedings
2017 IEEE 38th Sarnoff Symposium,conference and proceedings
"2017 IEEE Conference on e-Learning, e-Management and e-Services, IC3e 2017",conference and proceedings
"2017 International Annual Conference of the American Society for Engineering Management, ASEM 2017",conference and proceedings
"2018 3rd Biennial South African Biomedical Engineering Conference, SAIBMEC 2018",conference and proceedings
"2018 IEEE 5th International Conference on Methods and Systems of Navigation and Motion Control, MSNMC 2018 - Proceedings",conference and proceedings
"2018 IEEE Distributed Computing, VLSI, Electrical Circuits and Robotics, DISCOVER 2018 - Proceedings",conference and proceedings
"2018 International Conference on Control, Automation and Diagnosis, ICCAD 2018",conference and proceedings
"2019 22nd International Conference on Electrical Machines and Systems, ICEMS 2019",conference and proceedings
"2019 9th International Conference on Computer and Knowledge Engineering, ICCKE 2019",conference and proceedings
"2019 Asia Power and Energy Engineering Conference, APEEC 2019",conference and proceedings
"2019 IEEE 1st Global Conference on Life Sciences and Technologies, LifeTech 2019",conference and proceedings
"2019 Industrial and Systems Engineering Conference, ISEC 2019",conference and proceedings
"2019 International Symposium on Multimedia and Communication Technology, ISMAC 2019",conference and proceedings
"2019 Photonics North, PN 2019",conference and proceedings
"29th International Conference on Wood Science and Technology, ICWST 2018: Implementation of Wood Science in Woodworking Sector - Proceedings",conference and proceedings
3rd Applied Shallow Marine Geophysics Conference,conference and proceedings
"4th International Conference on Industrial Economics System and Industrial Security Engineering, IEIS 2017",conference and proceedings
"ASME 2018 Verification and Validation Symposium, VVS 2018",conference and proceedings
"ATRF 2017 - Australasian Transport Research Forum 2017, Proceedings",conference and proceedings
"BCC 2019 - Proceedings of the 3rd ACM Workshop on Blockchains, Cryptocurrencies and Contracts, co-located with AsiaCCS 2019",conference and proceedings
BMEiCON 2018 - 11th Biomedical Engineering International Conference,conference and proceedings
"CEMi 2018 - International Workshop on Computing, Electromagnetics, and Machine Intelligence",conference and proceedings
"Congreso Argentino de Ciencias de la Informatica y Desarrollos de Investigacion, CACIDI 2018",conference and proceedings
CPS-IoTBench 2019 - Proceedings of the 2019 2nd Workshop on Benchmarking Cyber-Physical Systems and Internet of Things,conference and proceedings
EAGE-GSM 2nd Asia Pacific Meeting on Near Surface Geoscience and Engineering,conference and proceedings
"FHPC 2018 - Proceedings of the 7th ACM SIGPLAN International Workshop on Functional High-Performance Computing, co-located with ICFP 2018",conference and proceedings
"ICAT 2019 - 27th International Conference on Information, Communication and Automation Technologies, Proceedings",conference and proceedings
"IEEE 7th Palestinian International Conference on Electrical and Computer Engineering, PICECE 2019",conference and proceedings
"IHM 2017 - Actes de la 29ieme Conference Francophone sur Interaction Homme-Machine, Actes",conference and proceedings
"LSC 2018 - Proceedings of the 2018 ACM Workshop on the Lifelog Search Challenge, co-located with ICMR 2018",conference and proceedings
"MERCon 2019 - Proceedings, 5th International Multidisciplinary Moratuwa Engineering Research Conference",conference and proceedings
MS and T 2019 - Materials Science and Technology 2019,conference and proceedings
"Multi Conference on Computer Science and Information Systems, MCCSIS 2019 - Proceedings of the International Conference on e-Health 2019",conference and proceedings
PECCS 2017 - Proceedings of the 7th International Joint Conference on Pervasive and Embedded Computing and Communication Systems,conference and proceedings
"Proceedings - 13th Latin American Conference on Learning Technologies, LACLO 2018",conference and proceedings
"Proceedings - 17th RoEduNet IEEE International Conference: Networking in Education and Research, RoEduNet 2018",conference and proceedings
"Proceedings - 2018 4th Annual International Conference on Network and Information Systems for Computers, ICNISC 2018",conference and proceedings
"Proceedings - 2018 International Conference on Engineering Technologies and Computer Science, EnT 2018",conference and proceedings
"Proceedings - 2018 International Conference on Promising Electronic Technologies, ICPET 2018",conference and proceedings
"Proceedings - 2019 4th International Conference on Computational Intelligence and Applications, ICCIA 2019",conference and proceedings
"Proceedings - 22nd International Multitopic Conference, INMIC 2019",conference and proceedings
Proceedings - ICWT 2016: 2nd International Conference on Wireless and Telematics 2016,conference and proceedings
"Proceedings of the 10th International Workshop on Programming Models and Applications for Multicores and Manycores, PMAM 2019",conference and proceedings
"Proceedings of the 11th IADIS International Conference Information Systems 2018, IS 2018",conference and proceedings
"Proceedings of the 15th IEEE/ACM Symposium on Embedded Systems for Real-Time Multimedia, ESTIMedia 2017",conference and proceedings
"Proceedings of the 2018 International Conference ''Quality Management, Transport and Information Security, Information Technologies'', IT and QM and IS 2018",conference and proceedings
"Proceedings of the 8th ACM SIGSPATIAL International Workshop on GeoStreaming, IWGS 2017",conference and proceedings
"Proceedings of the International Conference on Hardware/Software Codesign and System Synthesis Companion, CODES/ISSS 2019",conference and proceedings
"Proceedings of the International Conference on Intelligent Sustainable Systems, ICISS 2019",conference and proceedings
"Proceedings - Pervasive Displays 2019 - 8th ACM International Symposium on Pervasive Displays, PerDis 2019",conference and proceedings
Recent Advances in Slavonic Natural Language Processing,conference and proceedings
"SHMII 2017 - 8th International Conference on Structural Health Monitoring of Intelligent Infrastructure, Proceedings",conference and proceedings
"SIGGRAPH Asia 2019 Technical Briefs, SA 2019",conference and proceedings
"Smart SysTech 2019 - European Conference on Smart Objects, Systems and Technologies",conference and proceedings
SME Annual Conference and Expo 2017: Creating Value in a Cyclical Environment,conference and proceedings
"Society of Exploration Geophysicists - SEG International Exposition and 76tth Annual Meeting 2006, SEG 2006",conference and proceedings
"TAAI 2016 - 2016 Conference on Technologies and Applications of Artificial Intelligence, Proceedings",conference and proceedings
Vernacular and Earthen Architecture: Conservation and Sustainability - Proceedings of SOStierra2017 2017,conference and proceedings
"Vide. Tehnologija. Resursi - Environment, Technology, Resources",conference and proceedings
"VMIL 2017 - Proceedings of the 9th ACM SIGPLAN International Workshop on Virtual Machines and Intermediate Languages, co-located with SPLASH 2017",conference and proceedings
WebMedia 2017 - Proceedings of the 23rd Brazillian Symposium on Multimedia and the Web,conference and proceedings
"World Environmental and Water Resources Congress 2018: International Perspectives, History and Heritage, Emerging Technologies, and Student Papers - Selected Papers from the World Environmental and W",conference and proceedings
"10th International Topical Meeting on Nuclear Plant Instrumentation, Control, and Human-Machine Interface Technologies, NPIC and HMIT 2017",conference and proceedings
"13th International Electrical Insulation Conference, INSUCON 2017",conference and proceedings
"14th FPGAworld Conference, FPGAworld 2017 - Academic Proceedings 2017",conference and proceedings
"1st EAGE/IFPEN Conference on Sulfur Risk Management in Exploration and Production, SRM 2018",conference and proceedings
"1st International Conference on Electrical, Communication and Computer Engineering, ICECCE 2019",conference and proceedings
"2016 International Conference on Computer, Electrical and Communication Engineering, ICCECE 2016",conference and proceedings
"2016 Young Researchers in Vacuum Micro/Nano Electronics, VMNE-YR 2016 - Proceedings",conference and proceedings
"2018 11th International Workshop on Human Friendly Robotics, HFR 2018",conference and proceedings
"2018 22nd International Conference Electronics, ELECTRONICS 2018",conference and proceedings
"2018 2nd International Conference on Smart Sensors and Application, ICSSA 2018",conference and proceedings
"2018 9th International Seminar of Biomedical Engineering, SIB 2018 - Conference Proceedings",conference and proceedings
"2018 Global Medical Engineering Physics Exchanges/Pan American Health Care Exchanges, GMEPE/PAHCE 2018",conference and proceedings
"2018 IEEE 8th International Conference on Underwater System Technology: Theory and Application, USYS 2018",conference and proceedings
"2018 IEEE International Conference on Robotics and Biomimetics, ROBIO 2018",conference and proceedings
"2018 International Conference on Information Technologies, InfoTech 2018 - Proceedings",conference and proceedings
"2019 16th Canadian Workshop on Information Theory, CWIT 2019",conference and proceedings
"2019 16th International Conference on Quality in Research, QIR 2019 - International Symposium on Electrical and Computer Engineering",conference and proceedings
"2019 1st International Conference on Cybernetics and Intelligent System, ICORIS 2019",conference and proceedings
"2019 28th International Scientific Conference Electronics, ET 2019 - Proceedings",conference and proceedings
"2019 2nd International Conference on Engineering Technology and its Applications, IICETA 2019",conference and proceedings
"2019 9th International Conference on Image Processing Theory, Tools and Applications, IPTA 2019",conference and proceedings
"2019 IEEE East-West Design and Test Symposium, EWDTS 2019",conference and proceedings
"2019 IEEE Eurasia Conference on IOT, Communication and Engineering, ECICE 2019",conference and proceedings
"2019 IEEE International Conference on Modeling of Systems Circuits and Devices, MOS-AK India 2019",conference and proceedings
"2019 IEEE PES Transactive Energy Systems Conference, TESC 2019",conference and proceedings
"2019 Open Innovations Conference, OI 2019",conference and proceedings
"2019 Russian Open Conference on Radio Wave Propagation, RWP 2019 - Proceedings",conference and proceedings
"2019 Symposium on Sensor Data Fusion: Trends, Solutions, Applications, SDF 2019",conference and proceedings
"20th Commemorative Annual General Assembly, AGA 2019 - Proceedings of the International Association of Maritime Universities Conference, IAMUC 2019",conference and proceedings
"28th International Conference on Wood Science and Technology, ICWST 2017: Implementation of Wood Science in Woodworking Sector",conference and proceedings
"2nd International Conference on Information and Telecommunication Technologies and Radio Electronics, UkrMiCo 2017 - Proceedings",conference and proceedings
"31st Bled eConference: Digital Transformation: Meeting the Challenges, BLED 2018",conference and proceedings
"3rd International Conference on Electrical Information and Communication Technology, EICT 2017",conference and proceedings
"4th Scientific International Conference Najaf, SICN 2019",conference and proceedings
"6th International Workshop on New Worlds in Astroparticle Physics, NWAP 2007",conference and proceedings
"7th European and African Conference on Wind Engineering, EACWE 2017",conference and proceedings
7th International Conference on Upstream Engineering and Flow Assurance 2019 - Topical Conference at the 2019 AIChE Spring Meeting and 15th Global Congress on Process Safety,conference and proceedings
"Air Traffic Control Association - 62nd Air Traffic Control Association Annual Conference and Exposition 2017, Including Papers from 61st Air Traffic Control Association Annual Conference and Expositi",conference and proceedings
"AI-SEPS 2018 - Proceedings of the 5th ACM SIGPLAN International Workshop on Artificial Intelligence and Empirical Methods for Software Engineering and Parallel Computing Systems, Co-located with SPLA",conference and proceedings
"American Fuel and Petrochemical Manufacturers, AFPM - International Petrochemical Conference 2019",conference and proceedings
"APACE 2019 - 2019 IEEE Asia-Pacific Conference on Applied Electromagnetics, Proceedings",conference and proceedings
"Association of Researchers in Construction Management, ARCOM 2019 - Proceedings of the 35th Annual Conference",conference and proceedings
"Battery Congress 2017 - Papers, Proceedings",conference and proceedings
BMSD 2017 - Proceedings of the 7th International Symposium on Business Modeling and Software Design,conference and proceedings
CODASPY 2017 - Proceedings of the 7th ACM Conference on Data and Application Security and Privacy,conference and proceedings
Computational Molecular Science and Engineering Forum 2018 - Core Programming Area at the 2018 AIChE Annual Meeting,conference and proceedings
"CoNEXT 2019 Companion - Proceedings of the 15th International Conference on Emerging Networking EXperiments and Technologies, Part of CoNEXT 2019",conference and proceedings
"CyberW 2017 - Proceedings of the 2017 Workshop on Women in Cyber Security, co-located with CCS 2017",conference and proceedings
DFRWS 2018 EU - Proceedings of the 5th Annual DFRWS Europe,conference and proceedings
Emerging Technologies in Clean Energy 2017 - Topical Conference at the 2017 AIChE Spring Meeting and 13th Global Congress on Process Safety,conference and proceedings
"IC3K 2017 - Proceedings of the 9th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",conference and proceedings
"ICSGRC 2019 - 2019 IEEE 10th Control and System Graduate Research Colloquium, Proceeding",conference and proceedings
"IDIMT 2017: Digitalization in Management, Society and Economy - 25th Interdisciplinary Information Management Talks",conference and proceedings
IHM 2019 - Actes de la 31e Conference Francophone sur l'Interaction Homme-Machine,conference and proceedings
"International Forum on Aeroelasticity and Structural Dynamics 2019, IFASD 2019",conference and proceedings
International Low Impact Development Conference 2018: Getting in Tune with Green Infrastructure - Proceedings of the International Low Impact Development Conference 2018,conference and proceedings
ISPCE-CN 2018 - IEEE International Symposium on Product Compliance Engineering - Asia,conference and proceedings
Leadership Development - Professional Skills to Catalyze Your Career - Topical Conference at the 2019 AIChE Spring Meeting and 15th Global Congress on Process Safety,conference and proceedings
Liaison Functions 2018 - Core Programming Area at the 2018 AIChE Annual Meeting,conference and proceedings
"LSVC 2017 - Proceedings of the Workshop on Large-Scale Video Classification Challenge, co-located with MM 2017",conference and proceedings
"Management Division 2019, Held at the 2019 AIChE Spring Meeting and 15th Global Congress on Process Safety",conference and proceedings
"Meta 2017 - Proceedings of the 2nd ACM SIGPLAN International Workshop on Meta-Programming Techniques and Reflection, co-located with SPLASH 2017",conference and proceedings
"META 2018 - Proceedings of the 3rd ACM SIGPLAN International Workshop on Meta-Programming Techniques and Reflection, co-located with SPLASH 2018",conference and proceedings
Optics InfoBase Conference Papers,conference and proceedings
Optics InfoBase Conference Papers,conference and proceedings
"PACLIC 2017 - Proceedings of the 31st Pacific Asia Conference on Language, Information and Computation",conference and proceedings
"PECON 2016 - 2016 IEEE 6th International Conference on Power and Energy, Conference Proceeding",conference and proceedings
"Proceedings - 2016 International Conference on Micro-Electronics and Telecommunication Engineering, ICMETE 2016",conference and proceedings
"Proceedings - 2017 IEEE/ACM 3rd International Workshop on Rapid Continuous Software Engineering, RCoSE 2017",conference and proceedings
"Proceedings - 2018 International Conference on Computational Science and Computational Intelligence, CSCI 2018",conference and proceedings
"Proceedings - 2018 International Conference on Smart Grid and Electrical Automation, ICSGEA 2018",conference and proceedings
"Proceedings - 2018 Symposium on High-Performance Computing Systems, WSCAD 2018",conference and proceedings
"Proceedings - 2019 1st International Conference on Control Systems, Mathematical Modelling, Automation and Energy Efficiency, SUMMA 2019",conference and proceedings
"Proceedings - 2019 34th IEEE/ACM International Conference on Automated Software Engineering Workshops, ASEW 2019",conference and proceedings
"Proceedings - 2019 IEEE/ACM 6th International Workshop on Requirements Engineering and Testing, RET 2019",conference and proceedings
"Proceedings - 2019 International Conference on Computing, Electronics and Communications Engineering, iCCECE 2019",conference and proceedings
"Proceedings - 2019 International Conference on Promising Electronic Technologies, ICPET 2019",conference and proceedings
"Proceedings - 2nd International Conference on Micro-Electronics and Telecommunication Engineering, ICMETE 2018",conference and proceedings
"Proceedings - 32nd Conference on Graphics, Patterns and Images, SIBGRAPI 2019",conference and proceedings
"Proceedings - 5th International Conference on Event-Based Control, Communication and Signal Processing, EBCCSP 2019",conference and proceedings
Proceedings - ACDT 2017: 3rd Asian Conference on Defence Technology: Advance Research Collaboration on Defence Technology,conference and proceedings
"Proceedings of 2019 25th Asia-Pacific Conference on Communications, APCC 2019",conference and proceedings
"Proceedings of 2019 8th International Conference on Modern Power Systems, MPS 2019",conference and proceedings
"Proceedings of 25th International Conference Mixed Design of Integrated Circuits and Systems, MIXDES 2018",conference and proceedings
"Proceedings of DataCloud 2016: 7th International Workshop on Data-Intensive Computing in the Clouds - Held in conjunction with SC 2016: The International Conference for High Performance Computing, Networking, Storage and Analysis",conference and proceedings
"Proceedings of FTXS 2019: Fault Tolerance for HPC at eXtreme Scale Workshop - Held in conjunction with SC 2019: The International Conference for High Performance Computing, Networking, Storage and An",conference and proceedings
"Proceedings of PyHPC 2016: 6th Workshop on Python for High-Performance and Scientific Computing - Held in conjunction with SC16: The International Conference for High Performance Computing, Networking, Storage and Analysis",conference and proceedings
"Proceedings of the 1st ACM SIGSPATIAL International Workshop on Geospatial Data Access and Processing APIs, SpatialAPI 2019 - In conjunction with the 27th International Conference on Advances in Geog",conference and proceedings
"Proceedings of the 1st ACM SIGSPATIAL International Workshop on GeoSpatial Simulation, GeoSim 2018",conference and proceedings
"Proceedings of the 2016 42nd Latin American Computing Conference, CLEI 2016",conference and proceedings
"Proceedings of the 2018 IEEE 25th International Conference on Electronics, Electrical Engineering and Computing, INTERCON 2018",conference and proceedings
"Proceedings of the 2019 IEEE 26th International Conference on Electronics, Electrical Engineering and Computing, INTERCON 2019",conference and proceedings
"Proceedings of the 2019 International Conference on Control of Dynamical and Aerospace Systems, XPOTRON 2019",conference and proceedings
"Proceedings of the 2019 USENIX Conference on Operational Machine Learning, OpML 2019",conference and proceedings
Proceedings of the 23rd EGS Users' Meeting in Japan,conference and proceedings
"Proceedings of the 2nd ACM SIGSPATIAL International Workshop on Advances in Resilient and Intelligent Cities, ARIC 2019",conference and proceedings
"Proceedings of the 31st Canadian Conference on Computational Geometry, CCCG 2019",conference and proceedings
"Proceedings of the 4th ACM SIGSPATIAL International Workshop on Safety and Resilience, EM-GIS 2018",conference and proceedings
"Proceedings of the 5th International Conference on Management Leadership and Governance, ICMLG 2017",conference and proceedings
"Proceedings of the 7th ACM SIGSPATIAL International Workshop on Analytics for Big Geospatial Data, BigSpatial 2018",conference and proceedings
"Proceedings of the IEEE International Conference on Transmission and Distribution Construction and Live Line Maintenance, ESMO",conference and proceedings
Proceedings of the International fib Symposium on Conceptual Design of Structures,conference and proceedings
"RINA, Royal Institution of Naval Architects - Design and Operation of Wind Farm Support Vessels 2019, Papers",conference and proceedings
"ROSS 2019 - Proceedings of the 9th International Workshop on Runtime and Operating Systems for Supercomputers, co-located with HPDC 2019",conference and proceedings
SDSS 2019 - International Colloquium on Stability and Ductility of Steel Structures,conference and proceedings
SEG Technical Program Expanded Abstracts,conference and proceedings
"Seismic Performance of Soil-Foundation-Structure Systems - Selected papers from the International Workshop on Seismic Performance of Soil-foundation-structure systems, 2016",conference and proceedings
SENSORNETS 2019 - Proceedings of the 8th International Conference on Sensor Networks,conference and proceedings
"SIGGRAPH Asia 2017 Workshops, SA 2017",conference and proceedings
"SIGGRAPH Asia 2019 Posters, SA 2019",conference and proceedings
SIGMIS-CPR 2017 - Proceedings of the 2017 ACM SIGMIS Conference on Computers and People Research,conference and proceedings
"SIMULTECH 2018 - Proceedings of 8th International Conference on Simulation and Modeling Methodologies, Technologies and Applications",conference and proceedings
"Smart Systems Integration 2017 - International Conference and Exhibition on Integration Issues of Miniaturized Systems, SSI 2017",conference and proceedings
Society of Petroleum Engineers - SPE/AAPG Africa Energy and Technology Conference 2016,conference and proceedings
SOLAR 2018 - 47th National Solar Conference of the American Solar Energy Society,conference and proceedings
"SPLASH Companion 2019 - Proceedings Companion of the 2019 ACM SIGPLAN International Conference on Systems, Programming, Languages, and Applications: Software for Humanity",conference and proceedings
"SPLASH-E 2018 - Proceedings of the 2018 ACM SIGPLAN Workshop on SPLASH-E, co-located with SPLASH 2018",conference and proceedings
WCNPS 2019 - Workshop on Communication Networks and Power Systems,conference and proceedings
"10th International Conference on Simulation and Modelling in the Food and Bio-Industry 2018, FOODSIM 2018",conference and proceedings
"11th South African Conference on Computational and Applied Mechanics, SACAM 2018",conference and proceedings
"2016 3rd IEEE/OES South American International Symposium on Oceanic Engineering, SAISOE 2016",conference and proceedings
"2016 IEEE Colombian Conference on Robotics and Automation, CCRA 2016 - Conference Proceedings",conference and proceedings
"2017 3rd International Conference on Event-Based Control, Communication and Signal Processing, EBCCSP 2017 - Proceedings",conference and proceedings
"2018 2nd National Interdisciplinary Scientific Conference: Power of Algorithms, TechSpo 2018",conference and proceedings
"2018 IEEE 9th Power, Instrumentation and Measurement Meeting, EPIM 2018",conference and proceedings
"2018 IEEE-IAS/PCA Cement Industry Conference, IAS/PCA 2018",conference and proceedings
"2018 IEEE International WIE Conference on Electrical and Computer Engineering, WIECON-ECE 2018",conference and proceedings
"2018 International Conference on Social Computing, Behavioral-Cultural Modeling, and Prediction and Behavior Representation in Modeling and Simulation, BRiMS 2018",conference and proceedings
"2019 2nd International Conference on Intelligent Communication and Computational Techniques, ICCT 2019",conference and proceedings
"2019 2nd International Symposium on Devices, Circuits and Systems, ISDCS 2019 - Proceedings",conference and proceedings
"2019 8th International Conference on Emerging Security Technologies, EST 2019",conference and proceedings
"2019 Cross Strait Quad-Regional Radio Science and Wireless Technology Conference, CSQRWC 2019 - Proceedings",conference and proceedings
"2019 IEEE 11th International Conference on Advanced Infocomm Technology, ICAIT 2019",conference and proceedings
"2019 IEEE International Conference on Signal Processing, Communications and Computing, ICSPCC 2019",conference and proceedings
"2019 IEEE International Symposium on Technologies for Homeland Security, HST 2019",conference and proceedings
"2019 International Conference on Engineering and Telecommunication, EnT 2019",conference and proceedings
"2019 International Conference on Engineering, Science, and Industrial Applications, ICESI 2019",conference and proceedings
"2019 International Symposium on Antennas and Propagation, ISAP 2019 - Proceedings",conference and proceedings
"2019 Progress in Applied Electrical Engineering, PAEE 2019",conference and proceedings
"21st International Conference on Harbor, Maritime and Multimodal Logistics Modeling and Simulation, HMS 2019",conference and proceedings
2nd EAGE Workshop Practical Reservoir Monitoring 2019,conference and proceedings
"34th Center for Chemical Process Safety International Conference 2019, CCPS 2019 - Topical Conference at the 2019 AIChE Spring Meeting and 15th Global Congress on Process Safety",conference and proceedings
40th AMOP Technical Seminar on Environmental Contamination and Response,conference and proceedings
"48th AIAA Plasmadynamics and Lasers Conference, 2017",conference and proceedings
"56th Annual Conference of the British Institute of Non-Destructive Testing, NDT 2017",conference and proceedings
"ASCILITE 2015 - Australasian Society for Computers in Learning and Tertiary Education, Conference Proceedings",conference and proceedings
"IEEE International Conference on Nano/Molecular Medicine and Engineering, NANOMED",conference and proceedings
"International Conference on Electronic Devices, Systems, and Applications",conference and proceedings
"International Conference on Energy and Power Engineering: Power for Progress, ICEPE 2019",conference and proceedings
"International Conference on Space Science and Communication, IconSpace",conference and proceedings
International Conference on Sustainable Infrastructure 2017: Methodology - Proceedings of the International Conference on Sustainable Infrastructure 2017,conference and proceedings
