Name,Type
Kardiovaskulare Medizin,journal
Language and Psychoanalysis,journal
Marmara Medical Journal,journal
Master Drawings,journal
Mediterranea: Ricerche Storiche,journal
Medizinhistorisches Journal,journal
Mercian Geologist,journal
Monumenta Nipponica,journal
NEC Technical Journal,journal
Notes and Queries,journal
Open Hypertension Journal,journal
Patologicheskaya Fiziologiya i Eksperimentalnaya Terapiya,journal
Pediatriya - Zhurnal im G.N. Speranskogo,journal
Postmodern Culture,journal
Przeglad Archeologiczny,journal
Psychology and Education,journal
Psychoterapie,journal
Recherche en soins infirmiers,journal
Reformation,journal
Revista Chilena de Cirugia,journal
Revista de Antropologia Social,journal
Revista de la Federacion Argentina de Cardiologia,journal
Revue de Chirurgie Orthopedique et Traumatologique,journal
RomanoArabica,journal
Rural Landscapes,journal
Sartre Studies International,journal
Spirale,journal
Steinbeck Review,journal
Studies in Chinese Linguistics,journal
Studies in Spanish and Latin American Cinemas,journal
Sudosteuropa,journal
SVMMA,journal
Tethys,journal
Theoria et Historia Scientiarum,journal
Tidsskriftet FoU i Praksis,journal
Transactions of the American Philosophical Society,journal
Transfuze a Hematologie Dnes,journal
Uluslararasi Iliskiler,journal
USDA Forest Service - Research Papers RMRS,journal
Viator - Medieval and Renaissance Studies,journal
Zeitschrift fur Evaluation,journal
Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,journal
Zhonghua lao dong wei sheng zhi ye bing za zhi = Zhonghua laodong weisheng zhiyebing zazhi = Chinese journal of industrial hygiene and occupational diseases,journal
Acta Baltico-Slavica,journal
Acta Historiae Artis Slovenica,journal
Agora - Estudos Classicos em Debate,journal
Aleph,journal
Alergia Astma Immunologia,journal
Al-Shajarah,journal
Analisis Filosofico,journal
Angiologia,journal
Annals of Long-Term Care,journal
Annals of the Fondazione Luigi Einaudi,journal
Archaeologia Bulgarica,journal
Archives,journal
Arqueologia Mexicana,journal
Asian Journal of Ophthalmology,journal
Australian and New Zealand Journal of Surgery,journal
Babesch,journal
Boletim do Arquivo da Universidade de Coimbra,journal
Byzantinische Zeitschrift,journal
Cahiers d'Economie Politique,journal
Cambridge Opera Journal,journal
Caribbean Geography,journal
Central European Journal of Paediatrics,journal
CERN IdeaSquare Journal of Experimental Innovation,journal
Chemist,journal
Chinese Journal of New Drugs,journal
Competition Law Journal,journal
"Contagion: Journal of Violence, Mimesis, and Culture",journal
Contemporary Women's Writing,journal
Critical Historical Studies,journal
Critical Quarterly,journal
CrossTalk,journal
Cuadernos Europeos de Deusto,journal
Cuestiones Constitucionales,journal
Cultura Neolatina,journal
Current Gynecologic Oncology,journal
Departures in Critical Qualitative Research,journal
Discursos Fotograficos,journal
Dutch Crossing,journal
Earth Evolution Sciences,journal
Edgar Allan Poe Review,journal
Eighteenth-Century Music,journal
Epites-Epiteszettudomany,journal
Erasmus of Rotterdam Society Yearbook,journal
Essays in Criticism,journal
European Journal of American Culture,journal
European Journal of Theology,journal
Explicator,journal
Forum Stadt,journal
Fourrages,journal
Fronteras de la Historia,journal
F. Scott Fitzgerald Review,journal
General Anthropology,journal
General Medicine,journal
GESTA-International Center of Medieval Art,journal
Gymnasium,journal
Historia,journal
Historisk Tidsskrift,journal
Homme et la Societe,journal
Idealistic Studies,journal
International Journal of Chinese Linguistics,journal
International Journal of Communication and Linguistic Studies,journal
International Journal of Cuban Studies,journal
International Journal of Interdisciplinary Social and Community Studies,journal
International Lawyer,journal
Intus-Legere Historia,journal
Journal for Maritime Research,journal
"Journal for the Study of Religion, Nature and Culture",journal
Journal fur Urologie und Urogynakologie,journal
"Journal of Ayn Rand Studies, The",journal
Journal of Dharma,journal
Journal of Islamic Thought and Civilization,journal
Journal of Tourism and Development,journal
Kamchatka,journal
Kritike,journal
Law Library Journal,journal
Library,journal
Librosdelacorte.es,journal
Linguistica Pragensia,journal
Logos (Spain),journal
Memoria e Ricerca,journal
Milli Egitim,journal
MLN - Modern Language Notes,journal
Motricite Cerebrale,journal
Observatory,journal
Paliva,journal
Panacea,journal
Perseitas,journal
Perspectiva Teologica,journal
Plaridel,journal
Poetique,journal
Quaker Studies,journal
Radovi Instituta za Povijest Umjetnosti,journal
Recherches en Didactiques des Sciences et des Technologies,journal
Religionsvidenskabeligt Tidsskrift,journal
Revista de Gestao Ambiental e Sustentabilidade,journal
Revista de Historia da Sociedade e da Cultura,journal
Revista Latinoamericana de Derecho Social,journal
Revista Odonto Ciencia,journal
Revue Archeologique de Picardie,journal
Rinsan Shikenj Oha/Journal of the Hokkaido Forest Products Research Institute,journal
Rita Revista Indexada de Textos Academicos,journal
Ri-Vista,journal
Rivista di Filosofia,journal
Rivista Storica dell'Antichita,journal
Romance Philology,journal
Romanian Journal of Neurology/ Revista Romana de Neurologie,journal
Scrutiny2,journal
"Sociological Bulletin, The",journal
Sprachwissenschaft,journal
Studia Islamica,journal
Studia Theologica - Nordic Journal of Theology,journal
Studies in Russian and Soviet Cinema,journal
Sungkyun Journal of East Asian Studies,journal
Sun Yat-sen Journal of Humanities,journal
Suvremena Psihologija,journal
Symposium - Quarterly Journal in Modern Literatures,journal
Tamkang Journal of International Affairs,journal
Temps des Medias,journal
Textile History,journal
Thomist,journal
Transylvanian Review,journal
Turkish Historical Review,journal
Turkish Journal of Endocrinology and Metabolism,journal
Ugeskrift for Laeger,journal
Verba,journal
"Voprosy kurortologii, fizioterapii, i lechebnoi fizicheskoi kultury",journal
Walt Whitman Quarterly Review,journal
Wiener Studien,journal
Xiandai Huagong/Modern Chemical Industry,journal
Yerbilimleri/ Earth Sciences,journal
Zdravstveni Vestnik,journal
Academia (Greece),journal
Adolescent Medicine: State of the Art Reviews,journal
African Economic History,journal
Aktuelle Dermatologie,journal
Alif,journal
Anales de Literatura Chilena,journal
Annali di Storia dell'Esegesi,journal
Annals of Cancer Research and Therapy,journal
Antike und Abendland,journal
Antropologicheskij Forum,journal
Arhiv za Farmaciju,journal
Asian Review of World Histories,journal
Belleten,journal
Bohemistyka,journal
Brumal,journal
Bulletin Hispanique,journal
Cahiers de Psychologie Clinique,journal
China Journal of Accounting Studies,journal
Chinese Journal of Contemporary Neurology and Neurosurgery,journal
Clinical and Experimental Surgery,journal
Cogito,journal
College Mathematics Journal,journal
Communication Booknotes Quarterly,journal
Computer Science Research Notes,journal
Confluenze,journal
Cuadernos de bioetica : revista oficial de la Asociacion Espanola de Bioetica y Etica Medica,journal
Ela,journal
Estudios Romanicos,journal
European Drama and Performance Studies,journal
European Journal of Clinical Pharmacy,journal
Feminist Media Histories,journal
"German Quarterly, The",journal
Hebrew Studies,journal
Histoire Urbaine,journal
History and Sociology of South Asia,journal
Index on Censorship,journal
Irish Economic and Social History,journal
Italian Journal of Anatomy and Embryology,journal
Journal of Architectural Education,journal
Journal of Food Science and Biotechnology,journal
Journal of Legal Education,journal
Journal of Neonatology,journal
Journal of the Japan Diabetes Society,journal
Journal of the National Institute of Information and Communications Technology,journal
Kriterion (Austria),journal
Latin American Theatre Review,journal
Manchester Journal of International Economic Law,journal
Matronas Profesion,journal
Medical Forum Monthly,journal
Medicine and Law,journal
Medijska Istrazivanja,journal
Music and Letters,journal
Neuro-Ophthalmology Japan,journal
Nineteenth-Century Music Review,journal
Online Brazilian Journal of Nursing,journal
Open Insight,journal
Organizational Cultures,journal
Outre-Mers,journal
Padiatrische Praxis,journal
Pennsylvania History,journal
Physician Assistant Clinics,journal
Postmedieval,journal
Psychologia,journal
Psychologist,journal
Punjab Geographer,journal
Ramon Llull Journal of Applied Ethics,journal
Relations,journal
Retina-Vitreus,journal
Review of High Pressure Science and Technology/Koatsuryoku No Kagaku To Gijutsu,journal
Reviews in Vascular Medicine,journal
Revista Bionatura,journal
Revista de Informatica Teorica e Aplicada,journal
"Revista de Nefrologia, Dialisis y Trasplante",journal
Revista de Obstetricia y Ginecologia de Venezuela,journal
Revista Letral,journal
Revue Europeenne d' Economie et Management des Services,journal
Revue Forestiere Francaise,journal
Rivista di Filologia Classica,journal
Slovo a Smysl,journal
Societa e storia,journal
Solnecno-Zemnaa Fizika,journal
Stred,journal
Studia Politica,journal
Studia Romanica Posnaniensia,journal
Studies in Microeconomics,journal
Studi Slavistici,journal
Sustainable Mediterranean Construction,journal
Swiss Sports and Exercise Medicine,journal
Temps Modernes,journal
Trans,journal
Turk Kulturu ve Haci Bektas Veli - Arastirma Dergisi,journal
Vascular Access,journal
Zeitschrift fur Geschichtswissenschaft,journal
Zhuzao/Foundry,journal
Acta Informatica Pragensia,journal
Afrique Contemporaine,journal
American Review of Canadian Studies,journal
Architectural Research Quarterly,journal
Arethusa,journal
ARTMargins,journal
Bank i Kredyt,journal
Berichte zur Wissenschaftsgeschichte,journal
Buddhist Studies Review,journal
Bulletin of Spanish Visual Studies,journal
Byzantine and Modern Greek Studies,journal
Co-herencia,journal
Comparative and Continental Philosophy,journal
Cuadernos de Administracion,journal
Current Biotechnology,journal
English Studies in Canada,journal
Film Criticism,journal
Geographie Economie Societe,journal
Geophysical Research,journal
Geotechnical News,journal
Hedianzixue Yu Tance Jishu/Nuclear Electronics and Detection Technology,journal
History of Economic Thought and Policy,journal
Imago Mundi,journal
Indian Journal of Nematology,journal
Infant Observation,journal
International Journal of Applied Systemic Studies,journal
International Journal of Assessment and Evaluation,journal
International Journal of Bioinformatics Research and Applications,journal
International Journal of Electronic Finance,journal
International Journal of Geospatial and Environmental Research,journal
International Journal of Learner Diversity and Identities,journal
International Journal of Military History and Historiography,journal
International Journal of Pedagogy and Curriculum,journal
International Journal of Pediatric Otorhinolaryngology Extra,journal
International Journal of Sustainable Manufacturing,journal
International orthodontics / Colle&#x0300;ge europe&#x0301;en d'orthodontie,journal
Iranian Journal of Information Processing Management,journal
Japan Journal of Logopedics and Phoniatrics,journal
JK Science,journal
Journal of English and Germanic Philology,journal
Journal of Leukemia and Lymphoma,journal
Journal of Narrative and Language Studies,journal
Journal of Otolaryngology of Japan,journal
Journal of Stem Cells,journal
Kyobu geka. The Japanese journal of thoracic surgery,journal
Logos (United States),journal
Mathematics Student,journal
Medycyna Paliatywna w Praktyce,journal
Middle East Quarterly,journal
"Military Balance, The",journal
Military Operations Research,journal
National Interest,journal
New Review of Film and Television Studies,journal
Nineteenth-Century Literature,journal
Oceanide,journal
Orbis Litterarum,journal
OT Practice,journal
Papers and Proceedings - Royal Society of Tasmania,journal
Perichoresis,journal
Plastics Engineering,journal
Polis,journal
Popolazione e Storia,journal
Psychoanalytic Social Work,journal
"Recent Patents on Endocrine, Metabolic and Immune Drug Discovery",journal
Revista de Occidente,journal
Revue du Praticien,journal
Risk and Decision Analysis,journal
Romance Studies,journal
Sapporo Medical Journal,journal
SEL - Studies in English Literature,journal
Sri Lanka journal of social sciences,journal
Studies in Comics,journal
Surgical Practice,journal
Svensk Teologisk Kvartalskrift,journal
Synthesiology,journal
"Turkish Nephrology, Dialysis and Transplantation Journal",journal
Turkiye Klinikleri Dermatoloji,journal
Veterinaria,journal
World health & population,journal
Zhenkong Kexue yu Jishu Xuebao/Journal of Vacuum Science and Technology,journal
Acta Pediatrica de Mexico,journal
Aktuelle Rheumatologie,journal
Anuario de Estudios Filologicos,journal
Archives of Histology and Cytology,journal
Asian Case Research Journal,journal
Aspasia,journal
BioSpektrum,journal
Boletin de Estadistica e Investigacion Operativa,journal
Brno Studies in English,journal
Bulletin of Spanish Studies,journal
Bulletin of the Institute of Classical Studies,journal
Cahiers Victoriens and Edouardiens,journal
Change Management,journal
Church History,journal
Civil War History,journal
Crescent Journal of Medical and Biological Sciences,journal
Daimon,journal
Deutsche Apotheker Zeitung,journal
Droit et Societe,journal
EEAG Report on the European Economy,journal
"Egyptian Journal of Ear, Nose, Throat and Allied Sciences",journal
Eikasmos,journal
E-Journal of International and Comparative Labour Studies,journal
Emergency Medicine,journal
Encyclopaideia,journal
Endoscopy International Open,journal
European Journal of Pragmatism and American Philosophy,journal
European Judaism,journal
Food Science and Technology,journal
Gaojishu Tongxin/High Technology Letters,journal
Hospital Medicine Clinics,journal
Hypnos,journal
Iatreia,journal
Immunology and Immunogenetics Insights,journal
Independent Review,journal
International Eye Science,journal
"International Journal of Body, Mind and Culture",journal
International Journal of Korean History,journal
International Journal of Mechatronics and Applied Mechanics,journal
International Journal of Organizational Diversity,journal
International Journal of Technology and Globalisation,journal
Italian Studies,journal
JFE Technical Report,journal
Journal de Traumatologie du Sport,journal
Journal of Applied Cosmetology,journal
Journal of Aridland Agriculture,journal
Journal of Assessment and Institutional Effectiveness,journal
Journal of Cognitive Science,journal
Journal of Econometric Methods,journal
Journal of Enterprise Transformation,journal
Journal of Experimental Biology and Agricultural Sciences,journal
Journal of Feline Medicine and Surgery Open Reports,journal
Journal of Gastroenterology and Hepatology Research,journal
Journal of Medical Marketing,journal
Journal of Print and Media Technology Research,journal
Journal of SAFOG,journal
Journal of Taiwan Agricultural Engineering,journal
Journal of the Austrian Society of Agricultural Economics,journal
Journal of Urban Mathematics Education,journal
Keria,journal
Klinicka Farmakologie a Farmacie,journal
KNOB Bulletin,journal
Korean Journal of Medical History,journal
Late Imperial China,journal
Matatu,journal
"Medecine Therapeutique Medecine de la Reproduction, Gynecologie et Endocrinologie",journal
Medical Journal of Wuhan University,journal
Metodicki Ogledi,journal
Modern Language Review,journal
Muzikoloski Zbornik,journal
National Toxicology Program technical report series,journal
Nederlands Tijdschrift voor Dermatologie en Venereologie,journal
New York University Journal of Law and Liberty,journal
Occupational Therapy Now,journal
Ophthalmology in China,journal
Ortho Magazine,journal
Pediatria i Medycyna Rodzinna,journal
Pediatric Hematology/Oncology and Immunopathology,journal
Pharmaceutical Journal,journal
Philosophy and Literature,journal
Piel,journal
Plato Journal,journal
Psikiyatride Guncel Yaklasimlar,journal
Psycho-Oncologie,journal
Public Finance Quarterly,journal
Purushartha,journal
Rehabilitacja Medyczna,journal
"Revista Cubana de Hematologia, Inmunologia y Hemoterapia",journal
Revista de Critica Literaria Latinoamericana,journal
Revista de Historiografia,journal
Revista del Jardin Botanico Nacional,journal
Revista Espanola de Educacion Comparada,journal
Revista Geografica Venezolana,journal
Revista Mexicana de Cardiologia,journal
Revus,journal
Romance Notes,journal
SA Pharmaceutical Journal,journal
Shanghai Ligong Daxue Xuebao/Journal of University of Shanghai for Science and Technology,journal
Sistema,journal
Slavic and East European Information Resources,journal
South African Theatre Journal,journal
Studies in the Literary Imagination,journal
Style,journal
Sunbird,journal
Theater,journal
Theological Studies,journal
Turkish Journal of Nephrology,journal
Turk Osteoporoz Dergisi,journal
Victorians,journal
Voprosy Onkologii,journal
Wellsian,journal
World Journal of Laparoscopic Surgery,journal
World of Music,journal
Acta Geographica Lodziensia,journal
Acta Microbiologica Hellenica,journal
Acta Stomatologica Naissi,journal
Advances in Environmental Technology,journal
African Journal of Legal Studies,journal
AlBayan,journal
Ariel,journal
Art Bulletin,journal
Atelie Geografico,journal
Beitrage zur Geschichte der Deutschen Sprache und Literatur,journal
British and American Studies,journal
Bulletin de Correspondance Hellenique,journal
Bulletin de la Societe Vaudoise des Sciences Naturelles,journal
Chinese Journal of Biomedical Engineering,journal
Chinese Journal of Tissue Engineering Research,journal
Communications Law,journal
Diasporas,journal
Edinburgh Law Review,journal
Estudos de Psicologia,journal
European Journal of Pediatric Dermatology,journal
Gastroenterological Endoscopy,journal
Gynakologische Endokrinologie,journal
History of Medicine,journal
Hobbes Studies,journal
Ilahiyat Studies,journal
Industrial Archaeology Review,journal
International Journal of Academic Medicine,journal
International Journal of Clinical Skills,journal
International Journal of Computational Biology and Drug Design,journal
International Journal of Computers and their Applications,journal
International Journal of the Book,journal
International Review of Social Research,journal
Japanese Journal of Geriatrics,journal
Japanese Journal of Urology,journal
Journal Asiatique,journal
Journal de la Societe des Americanistes,journal
Journal for the Study of the Pseudepigrapha,journal
Journal of Applied Hematology,journal
Journal of Commercial Biotechnology,journal
Journal of Environmental Law and Litigation,journal
Journal of Latin American Cultural Studies,journal
Journal of Philosophical Economics: Reflections on Economic and Social Issues,journal
Journal of RNAi and Gene Silencing,journal
Journal of Technology,journal
Journal of the American Health Information Management Association,journal
Journal of the Vacuum Society of Japan,journal
Journal of Writing in Creative Practice,journal
Kardiologija v Belarusi,journal
Methis,journal
Nephrologe,journal
Nephrology and Dialysis,journal
"Nephrology, Dialysis and Transplantation",journal
Novoe Literaturnoe Obozrenie,journal
Obrana a Strategie,journal
Otorhinolaryngology Clinics,journal
Oxford Art Journal,journal
Paragraph,journal
Pharmaceuticals Policy and Law,journal
Pharma Times,journal
Philosophy of Music Education Review,journal
Photography and Culture,journal
Pielegniarstwo XXI Wieku,journal
Plant Engineer,journal
Ploughshares,journal
QED,journal
Ragion Pratica,journal
Review of International American Studies,journal
Revija za Kriminalistiko in Kriminologijo,journal
Revista Electronica de Veterinaria,journal
Revista Venezolana de Oncologia,journal
Revue de Psychotherapie Psychanalytique de Groupe,journal
Rivista Internazionale di Filosofia e Psicologia,journal
Sefarad,journal
Slavia Orientalis,journal
South,journal
Synergies Algerie,journal
Theoretical Biology Forum,journal
Theory and Practice of Second Language Acquisition,journal
Tropical Agriculture,journal
Turkiye Klinikleri Journal of Medical Sciences,journal
Tyche,journal
USDA Forest Service - General Technical Report PNW,journal
Winterthur Portfolio,journal
Word and Image,journal
Year's Work in Critical and Cultural Theory,journal
Zeitschrift fur Arznei- und Gewurzpflanzen,journal
Zeitschrift fur Rechtssoziologie,journal
Advances in Power Electronics,journal
Ambulatory Surgery,journal
American Book Review,journal
American Heritage,journal
Annales Francaises de Medecine d'Urgence,journal
Arquiteturarevista,journal
Baltic Linguistics,journal
Biologist,journal
Biomedicine,journal
Biotechnology Law Report,journal
"Body, Space and Technology",journal
Brussels Studies,journal
Case Reports in Cardiology,journal
Central Europe,journal
Central European Journal of International and Security Studies,journal
Chinese Journal of Cancer Biotherapy,journal
Chinese Journal of Cerebrovascular Diseases,journal
Chinese Journal of Gastroenterology,journal
Chinese Journal of Rehabilitation Medicine,journal
Cleveland state law review,journal
Cliniques Mediterraneennes,journal
Communitas,journal
Conradiana,journal
Conservacion Colombiana,journal
Contemporary Hypnosis and Integrative Therapy,journal
Con-textos Kantianos,journal
Critical Reviews in Physical and Rehabilitation Medicine,journal
Douleur et Analgesie,journal
Drug Delivery System,journal
Economie et Prevision,journal
Electronic Device Failure Analysis,journal
Esprit,journal
Exchange,journal
Explosion,journal
Footprint,journal
Gaceta Mexicana de Oncologia,journal
Great Plains Quarterly,journal
Hacettepe University Journal of the Faculty of Pharmacy,journal
Higher Education for the Future,journal
Hrvatske Vode,journal
"International Journal of Adult, Community and Professional Learning",journal
International Journal of Biotechnology,journal
International Journal of Humanities Education,journal
International Journal of Interdisciplinary Educational Studies,journal
International Journal of Radio Frequency Identification Technology and Applications,journal
Istanbul Universitesi Veteriner Fakultesi Dergisi,journal
Journal fur Mineralstoffwechsel,journal
Journal of Algebra and Related Topics,journal
Journal of Belarusian Studies,journal
Journal of Dentistry: X,journal
"Journal of King Abdulaziz University, Marine Science",journal
Journal of Ocean and Coastal Economics,journal
Journal of Plantation Crops,journal
Journal of Plant Resources and Environment,journal
Journal of Punjab Academy of Forensic Medicine and Toxicology,journal
Journal of Scottish Historical Studies,journal
Journal of Shanghai Jiaotong University (Medical Science),journal
Journal of Spiritual Formation and Soul Care,journal
Journal of Sustainable Real Estate,journal
Journal of Xi'an Jiaotong University (Medical Sciences),journal
Kardiologiya i Serdechno-Sosudistaya Khirurgiya,journal
Kodikas/ Code,journal
Mass Communication Research,journal
Medical Science Technology,journal
MMW Fortschritte der Medizin,journal
"Muslim World, The",journal
NII Technical Reports,journal
Open Urology and Nephrology Journal,journal
Ostkirchliche Studien,journal
Peremennye Zvezdy,journal
Phillippine Journal of Internal Medicine,journal
Planet Earth,journal
Pneumologe,journal
Prace i Studia Geograficzne,journal
Prescriber,journal
Radical Philosophy,journal
Reanimation,journal
Renascence,journal
Reproductive Endocrinology,journal
Revista Arta,journal
Revista Clinica de Ortodontia Dental Press,journal
Revista Complutense de Historia de America,journal
Revista de Economia del Rosario,journal
Revista UNISCI,journal
Revue de Laryngologie Otologie Rhinologie,journal
Rhetorica,journal
Russian Studies in Philosophy,journal
Shi You Lian Zhi Yu Hua Gong/Petroleum Processing and Petrochemicals,journal
Silva Gabreta,journal
Sintagma,journal
Soundings,journal
Speciality Petrochemicals,journal
"Special Report - National Research Council, Transportation Research Board",journal
Speculum,journal
Standardization News,journal
Studies on Ethno-Medicine,journal
Taiwanese Political Science Review,journal
Teaching Artist Journal,journal
Temenos,journal
Tumor Diagnostik und Therapie,journal
Tutkimusraportti - Geologian Tutkimuskeskus,journal
University of Pittsburgh Law Review,journal
Vascular Cell,journal
Virtual Creativity,journal
Voices - Journal of New York Folklore,journal
Yeni Symposium,journal
Zaranda de Ideas,journal
Zeitschrift fur Agyptische Sprache und Altertumskunde,journal
Zeitschrift fur Slawistik,journal
Zeitschrift fur Volkskunde,journal
Acotaciones,journal
Acta Historica Tallinnensia,journal
Acta Medica Saliniana,journal
Acta Turistica,journal
Advances in Modelling and Analysis B,journal
Agroalimentaria,journal
Ajalooline Ajakiri,journal
American Journal of Forensic Psychology,journal
Apeiron,journal
Archaeologia Maritima Mediterranea,journal
Argumenta Philosophica,journal
Arzneimitteltherapie,journal
Atalante,journal
Australian Veterinary Practitioner,journal
Boletim Paranaense de Geosciencias,journal
British Journal of Canadian Studies,journal
Bulletin des Bibliotheques de France,journal
Bulletin of the Kyushu Institute of Technology - Pure and Applied Mathematics,journal
Cahiers Scientifiques du Transport,journal
Cesko-Slovenska Dermatologie,journal
Chinese Journal of Emergency Medicine,journal
Clinica e Investigacion en Ginecologia y Obstetricia,journal
Clinical Kinesiology,journal
Derrida Today,journal
Devenir,journal
"Enfances, Familles, Generations",journal
English Scholarship Beyond Borders,journal
Espaco Plural,journal
Espiritu,journal
European Journal of Oncology Pharmacy,journal
ExELL,journal
Fatigue of Aircraft Structures,journal
French Colonial History,journal
French History,journal
Futuro del Pasado,journal
Gastroenterologe,journal
Geopolitics of Energy,journal
Getty Research Journal,journal
Harvard International Review,journal
Huaxue Fanying Gongcheng Yu Gongyi/Chemical Reaction Engineering and Technology,journal
"Humanities, Arts and Social Sciences Studies",journal
Images,journal
Infektoloski Glasnik,journal
In Monte Artium,journal
Interacao em Psicologia,journal
Internasjonal Politikk,journal
International Journal of Dentistry and Oral Science,journal
"International Journal of Energy, Environment and Economics",journal
International Journal of Interdisciplinary Social Sciences,journal
International Journal of Language Testing,journal
International Journal of Private Law,journal
International Journal of Sociology of the Family,journal
International Journal of the Society of Materials Engineering for Resources,journal
Japanese Journal of Clinical Pharmacology and Therapeutics,journal
Jeoloji Muhendisligi Dergisi,journal
Journal fur Gynakologische Endokrinologie,journal
Journal Medical Libanais,journal
Journal of Architectural and Planning Research,journal
Journal of Jilin University Medicine Edition,journal
"Journal of Law, Religion and State",journal
Journal of Problem Solving,journal
Journal of Public and International Affairs,journal
Journal of Reformed Theology,journal
Journal of the Hong Kong College of Cardiology,journal
Journal of Wildlife Rehabilitation,journal
Kartografija i Geoinformacije,journal
Literature-Film Quarterly,journal
Machine Graphics and Vision,journal
Medecine Intensive Reanimation,journal
Nanotechnology Perceptions,journal
New Medicine,journal
Nigerian Journal of Economic and Social Studies,journal
Nineteenth Century Music,journal
October,journal
Otorhinolaryngologist,journal
Papers in Meteorology and Geophysics,journal
Philologica Canariensia,journal
PIDE Working Papers,journal
Praticien en Anesthesie Reanimation,journal
PSN,journal
Revista Brasileira de Gestao e Desenvolvimento Regional,journal
Revista Latinoamericana de Metalurgia y Materiales,journal
Revista Mexicana de Enfermeria Cardiologica,journal
"Revista Proyecto, Progreso, Arquitectura",journal
Revue Archeologique,journal
Revue des Etudes Anciennes,journal
Revue du Rhumatisme (Edition Francaise),journal
Roczniki Naukowe Zootechniki,journal
Schweizer Zeitschrift fur Onkologie,journal
SEAISI Quarterly (South East Asia Iron and Steel Institute),journal
Seminar - A Journal of Germanic Studies,journal
Singapore Journal of Legal Studies,journal
SKASE Journal of Translation and Interpretation,journal
Soins Pediatrie/Puericulture,journal
Soudni Lekarstvi,journal
Studies in Interreligious Dialogue,journal
Szociologiai Szemle,journal
Taiwanese Journal of Agricultural Chemistry and Food Science,journal
Territoire en Mouvement,journal
Texas Medicine,journal
"Thoracic and Cardiovascular Surgeon, Supplement",journal
Tilburg Law Review,journal
Tort trial & insurance practice law journal,journal
Welsh History Review,journal
Working Paper - Chr. Michelson Institute,journal
Wutan Huatan Jisuan Jishu,journal
Zeitschrift fur Katalanistik,journal
Academe,journal
Acoustics Bulletin,journal
American Bee Journal,journal
Annals of Agri Bio Research,journal
Approaching Religion,journal
Archaeology,journal
Archive of Oncology,journal
Asian Affairs,journal
Bach,journal
Banking and Finance Review,journal
Best Practice Onkologie,journal
Canadian Poetry,journal
Canadian Review of American Studies,journal
Cement International,journal
Chinese Journal of Pharmaceutical Biotechnology,journal
Chirurgia (Turin),journal
Cinema,journal
Colon and Rectum,journal
Contention,journal
Critica Letteraria,journal
Criticism,journal
Cuestiones de Fisioterapia,journal
Current Biomarkers,journal
"Droit, Deontologie et Soin",journal
Ecologia Mediterranea,journal
Ecumenical Review,journal
Edelweiss Applied Science and Technology,journal
Egyptian Liver Journal,journal
Eidola,journal
Eighteenth-Century Fiction,journal
European Journal of Oriental Medicine,journal
European Journal of Parenteral and Pharmaceutical Sciences,journal
Finnisch-Ugrische Forschungen,journal
Food Australia,journal
Foreign Policy,journal
"French Review, The",journal
Frontiers of Philosophy in China,journal
Fudan University Journal of Medical Sciences,journal
Furukawa Review,journal
Geografski Obzornik,journal
Gineco.eu,journal
Giornale Italiano di Ostetricia e Ginecologia,journal
Global Journal Al-Thaqafah,journal
Graziadio Business Report,journal
Haser,journal
Historical Reflections,journal
History of Education and Children's Literature,journal
Hong Kong Journal of Radiology,journal
Hotel Management,journal
Imagerie de la Femme,journal
Intellectual Discourse,journal
Interdisciplinary Literary Studies,journal
International Journal of Environmental Sustainability,journal
"International Journal of Knowledge, Culture and Change Management",journal
International Journal of Pluralism and Economics Education,journal
Internistische Praxis,journal
Iranian Journal of Geophysics,journal
Journal de Pediatrie et de Puericulture,journal
Journal of Advanced Zoology,journal
Journal of American-East Asian Relations,journal
Journal of Clinical Dermatology,journal
Journal of Critical and Intensive Care,journal
Journal of Fiber Science and Technology,journal
Journal of ICT Standardization,journal
Journal of Information Systems Security,journal
Journal of Nuclear Energy Science and Power Generation Technology,journal
Journal of Social Research and Policy,journal
Journal of Wind Engineering,journal
Kriminologisches Journal,journal
Lettere Italiane,journal
Lingue e Linguaggio,journal
Literature and History,journal
Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption,journal
Manusya,journal
Medicina,journal
Medicine,journal
Medium Aevum,journal
"Memoirs of the Faculty of Engineering, Kyushu University",journal
M et T2,journal
Mondo Digitale,journal
Moving Image Review and Art Journal,journal
Multitudes,journal
Narrative Culture,journal
New Scientist,journal
No To Hattatsu,journal
Nuova Rivista Storica,journal
Nursing Made Incredibly Easy,journal
Ochrona Przed Korozja,journal
Onkopediatria,journal
Ornis Svecica,journal
Oxford University Commonwealth Law Journal,journal
Perspectives on Political Science,journal
Pratique Neurologique - FMC,journal
Problemi,journal
Progresos en Obstetricia y Ginecologia,journal
Recherche - Transports - Securite,journal
Religion and Theology,journal
Renewable Resources Journal,journal
Research Reports on Information Science and Electrical Engineering of Kyushu University,journal
Review of Korean Studies,journal
Revista Argentina de Dermatologia,journal
Revista de historia,journal
Revista de Historia das Ideias,journal
Revue Archeologique de l'Est,journal
Revue Belge de Philologie et de Histoire,journal
Revue de la Histoire des Religions,journal
Russian Neurological Journal,journal
Schweizerisches Archiv fur Volkskunde,journal
SCIAMVS,journal
