Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"DeSanctis, G., Jarvenpaa, S.L."," ","An investigation of the 'tables versus graphs' controversy in a learning environment",1985,"Proceedings of the Sixth International Conference on Information Systems",,"",,134,144,,17,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0010711851&partnerID=40&md5=946117203c2262b864d866d3495189a0",Article,Final,"",Scopus,2-s2.0-0010711851
"Kelly, J.W.","57000747900","Storytelling in High Tech Organizations: A Medium for Sharing Culture",1985,"Journal of Applied Communication Research",13,"1",,45,58,,17,10.1080/00909888509388420,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949341604&partnerID=40&md5=99166e466d7400c0eb0318228ca0d278",Article,Final,"",Scopus,2-s2.0-84949341604
"Gueutal, Hal G., Surprenant, Nancy, Bubeck, Kenneth","6506289815; 6506336678; 6603532931","EFFECTIVELY UTILIZING COMPUTER-AIDED DESIGN TECHNOLOGY: THE ROLE OF INDIVIDUAL DIFFERENCE VARIABLES.",1984,"Proceedings of the International Conference on Information Systems",,"",,21,29,,17,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0021666445&partnerID=40&md5=7ed411094f9ca9166f25dd71ba0f8e1b",Conference Paper,Final,"",Scopus,2-s2.0-0021666445
"Jablin, F.M., Sussman, L."," ","Organizational group communication: A review of the literature and model of the process",1983,"Organizational Communication: Abstracts, Analysis, and Overview",8,"",,11,50,,17,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0039713762&partnerID=40&md5=355f1a1c582dc53d5bc36a35866f4984",Article,Final,"",Scopus,2-s2.0-0039713762
"Bernstein, R.J.","","Beyond Objectivism and Relativism: Science",1983,"Hermeneutics and Praxis",,"",,,,,17,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84993758053&partnerID=40&md5=81817c84fd438cd6b8f416d27deac5ce",Article,Final,"",Scopus,2-s2.0-84993758053
"Nathanson, S., Brockner, J., Brenner, D., Samuelson, C., Countryman, M., Lloyd, M., Rubin, J.Z.","24496458000; 7004910904; 57191080802; 7004439354; 57191080014; 57191079913; 16414723800","Toward the Reduction of Entrapment",1982,"Journal of Applied Social Psychology",12,"3",,193,208,,17,10.1111/j.1559-1816.1982.tb00859.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84986384606&partnerID=40&md5=60635511e0c8e171bf7a61c205707524",Article,Final,"",Scopus,2-s2.0-84986384606
"Veenswijk, M., Berendse, M.","7801561166; 57035632400","Constructing new working practices through project narratives",2008,"International Journal of Project Organisation and Management",1,"1",,65,85,,16,10.1504/IJPOM.2008.020029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77952692658&partnerID=40&md5=95e8dd3dc07dbb82ea3ce481687a11c4",Article,Final,"",Scopus,2-s2.0-77952692658
"Jensen, J.L.","26662871100","Getting one's way in policy debates: Influence tactics used in group decision-making settings",2007,"Public Administration Review",67,"2",,216,227,,16,10.1111/j.1540-6210.2007.00708.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34147147712&partnerID=40&md5=953c0e0ffb77eb7a85a770e88c150472",Review,Final,"",Scopus,2-s2.0-34147147712
"Mills, J.H., Weatherbee, T.G., Colwell, S.R.","34877509500; 9940195200; 14618926700","Ethnostatistics and sensemaking: Making sense of university and business school accreditation and rankings",2006,"Organizational Research Methods",9,"4",,491,515,,16,10.1177/1094428106290786,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748683838&partnerID=40&md5=b46ee341668766ef0fbc13827ddc5002",Article,Final,"",Scopus,2-s2.0-33748683838
"Cuellar, M.J., Gallivan, M.J.","35190261800; 7006469650","A framework for ex ante project risk assessment based on absorptive capacity",2006,"European Journal of Operational Research",173,"3",,1123,1138,,16,10.1016/j.ejor.2005.07.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33744989669&partnerID=40&md5=7f134016662cda4a8e3439169afe5b13",Article,Final,"",Scopus,2-s2.0-33744989669
"Linde, A., Linderoth, H.C.J."," ","An actor-network theory perspective on IT projects",2006,"Making Projects Critical",,"",,155,170,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77955893387&partnerID=40&md5=7583585722b010d0849fcaa866825e3d",Article,Final,"",Scopus,2-s2.0-77955893387
"Avison, D.E., Wilson, D."," ","IT failure and the collapse of One.Tel",2002,"Information Systems: the E-Business Challenge",,"",,31,46,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-8444235721&partnerID=40&md5=b6d0f19015480673543813185584680a",Article,Final,"",Scopus,2-s2.0-8444235721
"Aladwani, A.M.","","IS project characteristics and performance: A Kuwaiti illustration",2000,"Journal of Global Information Management",8,"2",,50,57,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0011736005&partnerID=40&md5=45f2ff00ad3afcb17151ec142955cda6",Article,Final,"",Scopus,2-s2.0-0011736005
"Morris, P.","","Project management: Lessons from IT and non-IT projects",1996,"Information Management: The Organizational Dimension",,"",,321,336,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347893569&partnerID=40&md5=6b084fd5f2018c69a53e672bd2ae4e8a",Article,Final,"",Scopus,2-s2.0-0347893569
"Sabherwal, R., Elam, J.","6701836761; 7004507695","Overcoming the problems in information systems development by building and sustaining commitment",1995,"Accounting, Management and Information Technologies",5,"3-4",,283,309,,16,10.1016/0959-8022(96)87272-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001090669&partnerID=40&md5=8d476674d3838effd8463784da7e799c",Article,Final,"",Scopus,2-s2.0-0001090669
"Maskell, B.H.","",[No title available],1994,"Software and the Agile Manufacturer: Computer Systems and World Class Manufacturing",,"",,,,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004037310&partnerID=40&md5=41f4431c08a2c20d7b6c4f76c4a335d5",Article,Final,"",Scopus,2-s2.0-0004037310
"Jones, Matthew, Nandhakumar, Joe","55700820000; 57204812804","Structured development? A structurational analysis of the development of an Executive Information System",1993,"IFIP Transactions A: Computer Science and Technology",,"A-24",,475,496,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027740921&partnerID=40&md5=4b68dd2d989000fd171b9f21aa7889a0",Book,Final,"",Scopus,2-s2.0-0027740921
"Wijnhoven, A.B.J.M., Wassenaar, D.A.","24371256700; 24371430800","Impact of information technology on organizations: The state of the art",1990,"International Journal of Information Management",10,"1",,35,53,,16,10.1016/0268-4012(90)90052-T,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002345192&partnerID=40&md5=2ede35cfb73a26ef53c8de7544f98706",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0002345192
"Wilke, P.K., Gmelch, W.H., Lovrich, N.P.","  ","Stress and productivity: Evidence of the inverted U function",1985,"Public Productivity Review",9,"4",,342,356,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84873593243&partnerID=40&md5=86e9d6c4e7d775be26ed09b19fc7d9a5",Article,Final,"",Scopus,2-s2.0-84873593243
"Welke, R.J., Konsynski, B.R.","6602560649; 7003815617","EXAMINATION OF THE INTERACTION BETWEEN TECHNOLOGY, METHODOLOGY AND INFORMATION SYSTEMS: A TRIPARTITE VIEW.",1980,"[No title available]",,"",,32,48,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0019113132&partnerID=40&md5=ad997174f43ff520fe7c05926b0522a7",Conference Paper,Final,"",Scopus,2-s2.0-0019113132
"Abbott, J.C.","57225757659","Agricultural marketing boards in the developing countries",1967,"American Journal of Agricultural Economics",49,"3",,705,722,,16,10.2307/1236903,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84933669297&partnerID=40&md5=3aa26ab5968a5b240afb670c1c309f75",Article,Final,"",Scopus,2-s2.0-84933669297
"Rathe, A.W.","","Management controls in business",1960,"Management Control Systems",,"",,,,,16,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0007928674&partnerID=40&md5=363c92c673139c03bfa96ac24a2a84bc",Article,Final,"",Scopus,2-s2.0-0007928674
"Walsham, G.","7003929295","IT, globalisation and cultural diversity",2017,"Information Technology in Context: Studies from the Perspective of Developing Countries",,"",,291,303,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070956705&partnerID=40&md5=1cfb3fd32073d225446fe6fa97f3dcd3",Book Chapter,Final,"",Scopus,2-s2.0-85070956705
"Dinsmore, P.C., Rocha, L."," ","Enterprise Project Governance",2012,"Enterprise Project Governance",,"",,,,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893309242&partnerID=40&md5=383f99c408d485a355c3ede0cb17c788",Article,Final,"",Scopus,2-s2.0-84893309242
"Rafaeli, A., Ravid, S., Cheshin, A.","35866350800; 34880909300; 8561605200","Sensemaking in Virtual Teams: The Impact of Emotions and Support Tools on Team Mental Models and Team Performance",2012,"International Review of Industrial and Organizational Psychology 2009",24,"",,151,181,,15,10.1002/9780470745267.ch5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879630016&partnerID=40&md5=537f40b4252bb1e92d9c7cea6b7b254a",Book Chapter,Final,"All Open Access, Green",Scopus,2-s2.0-84879630016
"Daley, B.J., Conceição, S.C.O., Mina, L., Altman, B.A., Baldor, M., Brown, J.","7004328624; 55381493600; 6602921378; 25721575600; 36665813400; 55547124579","Integrative literature review: Concept mapping: A strategy to support the development of practice, research, and theory within human resource development",2010,"Human Resource Development Review",9,"4",,357,384,,15,10.1177/1534484310379101,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78649935644&partnerID=40&md5=ad997fa1b6300b79ee7d2599181ad174",Review,Final,"",Scopus,2-s2.0-78649935644
"Juliusson, Á.","6506209592","Optimism as modifier of escalation of commitment",2006,"Scandinavian Journal of Psychology",47,"5",,345,348,,15,10.1111/j.1467-9450.2006.00529.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33748975859&partnerID=40&md5=408df6bba2d2c8e2e505f089a1f7e860",Article,Final,"",Scopus,2-s2.0-33748975859
"Klein, G., Beranek, P., Martz, B., Jiang, J.","25954599700; 6701861321; 6602719100; 7404828955","The relationship of control and learning to project performance",2006,"Cybernetics and Systems",37,"2-3",,137,150,,15,10.1080/01969720500425079,"https://www.scopus.com/inward/record.url?eid=2-s2.0-30944440498&partnerID=40&md5=2c57febc0093003291eb635183277366",Article,Final,"",Scopus,2-s2.0-30944440498
"Meenakshi, J.V., Banerji, A.","6602327694; 7101971847","The unsupportable support price: An analysis of collusion and government intervention in paddy auction markets in North India",2005,"Journal of Development Economics",76,"2",,377,403,,15,10.1016/j.jdeveco.2004.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-10944260130&partnerID=40&md5=44b17f88c3dce1e791e752cb6465512e",Article,Final,"",Scopus,2-s2.0-10944260130
"Lee, S.M., Hong, S., Katerattanakul, P.","  ","Impact of data warehousing on organizational performance of retailing firms",2004,"International Journal of Information Technology &amp; Decision Making",3,"1",,61,79,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33746192754&partnerID=40&md5=4a77dda0b02cf636ad694c6ddef1e87b",Article,Final,"",Scopus,2-s2.0-33746192754
"Monin, N.","6602398469","Management theory: A critical and reflexive reading",2004,"Management Theory: A Critical and Reflexive Reading",,"",,1,234,,15,10.4324/9780203356814,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906797408&partnerID=40&md5=e7137d871036ae0e119f296113bc7bef",Book,Final,"",Scopus,2-s2.0-84906797408
"McGill, T.","7102808186","The effect of end user development on end user success",2004,"Journal of Organizational and End User Computing",16,"1",,41,58,,15,10.4018/joeuc.2004010103,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346390986&partnerID=40&md5=49a9237086132f926e59bea3acb80cd8",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0346390986
"Mahony, K.","55296603100","The politics of professionalisation: Some implications for the occupation of Ambulance Paramedics in Australia: Article No. 990044",2003,"Journal of Emergency Primary Health Care",1,"3-5",,,,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-25844454095&partnerID=40&md5=8e9d6156eaac583b6880e4a1df62e454",Article,Final,"",Scopus,2-s2.0-25844454095
"McKinley, W.","","From subjectivity to objectivity: A constructivist account of objectivity in organization theory",2003,"Debating Organization: Point-Counterpoint in Organization Studies",,"",,142,156,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-29344439200&partnerID=40&md5=f4222093f41c93df5f9d6cb0123b2d44",Article,Final,"",Scopus,2-s2.0-29344439200
"McKelvey, B.","6701840884","POSTMODERNISM VERSUS TRUTH IN MANAGEMENT THEORY",2003,"Research in the Sociology of Organizations",21,"",,113,168,,15,10.1016/S0733-558X(03)21005-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34247454973&partnerID=40&md5=71191e85f19f9837dbc23da86994f1c6",Review,Final,"",Scopus,2-s2.0-34247454973
"Umble, E.J., Umble, M.M."," ","Avoiding ERP implementation failure",2002,"Industrial Management",44,"1",,25,33,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141463224&partnerID=40&md5=694ab6d83d6fced32c177abecd5e33f1",Article,Final,"",Scopus,2-s2.0-0141463224
"Benjamin, P.","","Community development and democratisation through information technology: Building the new South Africa",2001,"Reinventing Government in the Information Age",,"",,194,210,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002200633&partnerID=40&md5=c1b5eb7981b77077d92e742062616ae0",Article,Final,"",Scopus,2-s2.0-0002200633
"Sayer, K.","6603196023","Denying the technology: Middle management resistance in business process re-engineering",1998,"Journal of Information Technology",13,"4",,247,257,,15,10.1057/jit.1998.4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0032279186&partnerID=40&md5=c32c235c01a6d07cc0bbbe0d76858e2a",Article,Final,"",Scopus,2-s2.0-0032279186
"Lai, L.S.L.","24338465700","A synergistic approach to project management in information systems development",1997,"International Journal of Project Management",15,"3",,173,179,,15,10.1016/S0263-7863(96)00061-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0031153883&partnerID=40&md5=1979c0191fa59a304a8782aafaa774be",Article,Final,"",Scopus,2-s2.0-0031153883
"Fraser, S.G., Salter, G."," ","A motivational view of information systems success: A reinterpretation of DeLone &amp; McLean's model",1995,"Proceedings of the 6th Australasian Conference on Information Systems",1,"",,119,140,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0042491596&partnerID=40&md5=fb568bb4d495a3d5de67131d3707b0a8",Article,Final,"",Scopus,2-s2.0-0042491596
"Codington, S., Wilson, T.D.","7801625983; 7403496067","Information system strategies in the UK Insurance Industry",1994,"International Journal of Information Management",14,"3",,188,203,,15,10.1016/0268-4012(94)90059-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0028445724&partnerID=40&md5=64df43a77b9003dc5328b740fec006ed",Article,Final,"",Scopus,2-s2.0-0028445724
"Button, G., Sharrock, W."," ","Practices in the work of ordering software development",1993,"The Discourse of Negotiation",,"",,159,180,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004992522&partnerID=40&md5=783a833815f0288ccb3d72a0a9e8c53c",Article,Final,"",Scopus,2-s2.0-0004992522
"Rademacher, R.A.","","Critical factors for systems success",1989,"Journal of Systems Management",40,"6",,15,17,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0005324623&partnerID=40&md5=8977415cf8b0fc1760691682a05d10e9",Article,Final,"",Scopus,2-s2.0-0005324623
"Jarvenpaa, S.L.","7003273435","Technical correspondence: The importance of laboratory experimentation in IS research",1988,"Communications of the ACM",31,"12",,1502,1504,,15,10.1145/53580.374700,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976857673&partnerID=40&md5=87f67d2298c03500d9f35529ed7a2ed5",Article,Final,"",Scopus,2-s2.0-84976857673
"Kull, D.","","Anatomy of a 4GL disaster",1986,"Computer Decisions",,"4",,58,65,,15,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0039764228&partnerID=40&md5=9428373ebf5874e6ae3f05f8cf45eb14",Article,Final,"",Scopus,2-s2.0-0039764228
"Morgan, H.L., Soden, J.V.","7202308938; 7006555929","Understanding MIS failures",1973,"ACM SIGMIS Database",5,"2-3-4",,157,171,,15,10.1145/2579442.2579456,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976753998&partnerID=40&md5=2ac33006544b006092000ba913663385",Article,Final,"",Scopus,2-s2.0-84976753998
"Naima Mikkelsen, E.","57191763232","A researcher's tale: how doing conflict research shapes research about conflict",2013,"Qualitative Research in Organizations and Management: An International Journal",8,"1",,33,49,,14,10.1108/17465641311327504,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969938182&partnerID=40&md5=70895ea3c607aeb9f2329645f2254f4c",Article,Final,"",Scopus,2-s2.0-84969938182
"Carvalho, W.C.D.S., Rosa, P.F., Soares, M.D.S., Cunha Jr., M.A.T.D., Buiatte, L.C., Da Cunha, M.A.T.","57212865416; 56187270700; 57213535375; 55602245200; 55603040500; 57220527650","A comparative analysis of the agile and traditional software development processes productivity",2012,"Proceedings - International Conference of the Chilean Computer Science Society, SCCC",,"", 6363385,74,82,,14,10.1109/SCCC.2011.11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84874124796&partnerID=40&md5=a5b9a47c2b0162e513b9b255ae197d34",Conference Paper,Final,"",Scopus,2-s2.0-84874124796
"Chen, T.T.","14631674700","The development and empirical study of a literature review aiding system",2012,"Scientometrics",92,"1",,105,116,,14,10.1007/s11192-012-0728-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863566898&partnerID=40&md5=7e13b5f66f009357841e171d5b1a502b",Review,Final,"",Scopus,2-s2.0-84863566898
"Pan, G., Pan, S.L.","12788968900; 57203894889","Transition to IS project de-escalation: An exploration into management executives influence behaviors",2011,"IEEE Transactions on Engineering Management",58,"1", 5466075,109,123,,14,10.1109/TEM.2010.2048908,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78951495486&partnerID=40&md5=3bd8344caabb557eab2e1e8368a5f939",Article,Final,"All Open Access, Green",Scopus,2-s2.0-78951495486
"Korzaan, M., Morris, S.A.","6506947552; 57198413457","Individual characteristics and the intention to continue project escalation",2009,"Computers in Human Behavior",25,"6",,1320,1330,,14,10.1016/j.chb.2009.05.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69549089906&partnerID=40&md5=0c7424d51c317ca9019c1f3d78264dbc",Article,Final,"",Scopus,2-s2.0-69549089906
"Valtanen, A., Sihvonen, H.-M.","24482564200; 13610236800","Employees’ motivation for SPI: Case study in a small finnish software company",2008,"Communications in Computer and Information Science",16,"",,152,163,,14,10.1007/978-3-540-85936-9_14,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974547536&partnerID=40&md5=4ac78e45bcbebbf6cc70df30e9502cd1",Conference Paper,Final,"",Scopus,2-s2.0-84974547536
"Fitzgerald, B., Hartnett, G., Conboy, K.","  ","Customising agile methods to software practices",2006,"European Journal of Information Systems",15,"2",,197,210,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-76949107511&partnerID=40&md5=66aba3aa18e025582dfdc397d607163b",Article,Final,"",Scopus,2-s2.0-76949107511
"Tarafdar, M., Vaidya, S.D.","6506322578; 7102696809","Information systems assimilation in Indian organizations: An examination of strategic and organizational imperatives",2006,"Journal of Strategic Information Systems",15,"4",,293,326,,14,10.1016/j.jsis.2006.07.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846105482&partnerID=40&md5=0fedbb64c3166aae93ec78c6c4504d18",Article,Final,"",Scopus,2-s2.0-33846105482
[No author name available],[No author name available],[No title available],2006,"Delivering Successful IT-Enabled Business Change",,"",,,,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61449123189&partnerID=40&md5=1514de5bdd53ccceca8dad95827d4dd9",Article,Final,"",Scopus,2-s2.0-61449123189
"Araújo, J., Ribeiro, J.C.","12802236400; 15833022700","Towards an aspect-oriented agile requirements approach",2005,"International Workshop on Principles of Software Evolution (IWPSE)",2005,"", 1572319,140,143,,14,10.1109/IWPSE.2005.31,"https://www.scopus.com/inward/record.url?eid=2-s2.0-33846474898&partnerID=40&md5=b8d324fb96bc903cc48f180ce9bc0aa8",Conference Paper,Final,"",Scopus,2-s2.0-33846474898
"Baskerville, R.L., Land, F."," ","Socially self-destructing systems",2004,"The Social Study of Information and Communication Technology",,"",,263,285,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-30744470594&partnerID=40&md5=daa94c9db4133776ca68a5bbd881761c",Article,Final,"",Scopus,2-s2.0-30744470594
"Ambler, S.W.","",[No title available],2002,"Agile Modeling: Best Practices for the Unified Process and Extreme Programming",,"",,,,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0346625055&partnerID=40&md5=3881aa7acbc7b570d6b4e555c9a69e15",Article,Final,"",Scopus,2-s2.0-0346625055
"Warglien, M.","","Intraorganizational evolution",2002,"The Blackwell Companion to Organizations",,"",,98,118,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-30344439376&partnerID=40&md5=3153db585d447e6d39b1876b6a9d20ea",Article,Final,"",Scopus,2-s2.0-30344439376
"Garrity, E.J.","7003815183","Synthesizing User Centered and Designer Centered IS Development Approaches Using General Systems Theory",2001,"Information Systems Frontiers",3,"1",,107,121,,14,10.1023/A:1011457822609,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0035591978&partnerID=40&md5=3a6b6f5196b3e32d690260f1596f26b3",Article,Final,"",Scopus,2-s2.0-0035591978
"Iacovou, C.L.","",[No title available],1999,"Managing IS Project Failures: A Project Management Perspective",,"",,,,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0141800287&partnerID=40&md5=0ff680d1a632a1aaff23ab4692f2c3bb",Article,Final,"",Scopus,2-s2.0-0141800287
"Goodfellow, J.","","Constructing a narrative",1998,"Writing qualitative research",,"",,175,187,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3242797235&partnerID=40&md5=72cbb0b4d4c12ff6367a44f03d56e696",Article,Final,"",Scopus,2-s2.0-3242797235
"Preiss, K.","","A systems perspective of lean and agile manufacturing",1997,"Agility and Global Competition",1,"1",,57,72,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0039400692&partnerID=40&md5=7c0d8be4eaa831c443d1d626a38261e3",Article,Final,"",Scopus,2-s2.0-0039400692
"Jacobson, S.W., Jacques, R.","7402234356; 8441531200","Destabilizing the field: Poststructuralist knowledge-making strategies in a postindustrial era",1997,"Journal of Management Inquiry",6,"1",,42,59,,14,10.1177/105649269761010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0031486508&partnerID=40&md5=0e7b960b8bdf0320ec802927717b9f85",Article,Final,"",Scopus,2-s2.0-0031486508
"Dong, Y.R.","","Learning how to use citations for knowledge transformation: Non-native doctoral students' dissertation writing in science",1996,"Research in the Teaching of English",30,"4",,428,457,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-30044446932&partnerID=40&md5=df4f4ea668d412198507233a21066af1",Article,Final,"",Scopus,2-s2.0-30044446932
"Farhoomand, A.F., Drury, D.H.","6602572536; 7006791256","Factors Influencing Electronic Data Interchange Success",1996,"Data Base for Advances in Information Systems",27,"1",,45,57,,14,10.1145/234611.234615,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0347346324&partnerID=40&md5=74fffa5133005dc96148dbe617bd0dbc",Article,Final,"",Scopus,2-s2.0-0347346324
"Beeharry, A., Schneider, G.M.","56717623400; 55057826400","Creating a campus network culture in a newly developing economy",1996,"Information Technology for Development",7,"1",,3,16,,14,10.1080/02681102.1996.9627210,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0010878769&partnerID=40&md5=9e4c194377ebd59f042c70c034f15a4f",Article,Final,"",Scopus,2-s2.0-0010878769
"McConkie, M., Boss, W."," ","Using stories as an aid to consultation",1994,"Public Administration Quarterly",17,"4",,377,395,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0038932081&partnerID=40&md5=11e0dd857418fd98ac4b9a9a88b58aff",Article,Final,"",Scopus,2-s2.0-0038932081
"Tomsho, R.","","Real dog: How greyhound lines re-engineered itself right into a deep hole",1994,"The Wall Street Journal",,"",,A1,A6,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002207382&partnerID=40&md5=82a56c6e5ec0d66a946172977c6b6bc1",Article,Final,"",Scopus,2-s2.0-0002207382
"Bufaied, A.S.","",[No title available],1987,"Risks in the Construction Industry: Their Causes and Their Effects at the Project Level",,"",,,,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003678288&partnerID=40&md5=bf8fb78fa1dfaceff9fd5c4583ba5e9d",Article,Final,"",Scopus,2-s2.0-0003678288
"Boddie, J.","","The project post-mortem",1987,"Computerworld",21,"49",,77,82,,14,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-28244474061&partnerID=40&md5=f9864529f7fb80d2f5e7c2d55db5117e",Article,Final,"",Scopus,2-s2.0-28244474061
"Drury, D.H.","7006791256","Conditions affecting chargeback effectiveness",1982,"Information and Management",5,"1",,31,36,,14,10.1016/0378-7206(82)90016-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0020101431&partnerID=40&md5=347bac43ff4fb760993bc672835153cb",Article,Final,"",Scopus,2-s2.0-0020101431
"Binder, J., Aillaud, L.I.V., Schilli, L.","  ","The project management cocktail model: An approach for balancing agile and ISO 21500",2014,"Procedia - Social and Behavioral Sciences",119,"119",,182,191,,13,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930155894&partnerID=40&md5=59943189db9e15ac55bc151f596a73c2",Article,Final,"",Scopus,2-s2.0-84930155894
"Nyland, K., Johanne Pettersen, I., Östergren, K.","14034410000; 57191768939; 9040070600","Same reform – different practices?: How regional health enterprises adjust to management control reforms",2009,"Journal of Accounting &amp; Organizational Change",5,"1",,35,61,,13,10.1108/18325910910932205,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84993102077&partnerID=40&md5=31f99cc2a6f9496778fc10be97380286",Article,Final,"",Scopus,2-s2.0-84993102077
"Walker, D.H.T., Segon, M., Rowlinson, S.","35585925400; 55906583300; 7003696228","Business ethics and corporate citizenship",2007,"Procurement Systems: A Cross-Industry Project Management Perspective",9780203939697,"",,101,139,,13,10.4324/9780203939697,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911022058&partnerID=40&md5=dec05457842d055a6158a11111d6034d",Book Chapter,Final,"",Scopus,2-s2.0-84911022058
"Lewis, L.F., Bajwa, D.S., Pervan, G., King, V.L.S., Munkvold, B.E.","51561896400; 6603095020; 6602790934; 16432744200; 6603126040","A cross-regional exploration of barriers to the adoption and use of electronic meeting systems",2007,"Group Decision and Negotiation",16,"4",,381,398,,13,10.1007/s10726-006-9056-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34249938432&partnerID=40&md5=798f124f387f6a49b0eaef56a70d96f9",Article,Final,"All Open Access, Green",Scopus,2-s2.0-34249938432
"Shamir, B.","6701445945","Strategic leadership as management of meanings",2007,"Monographs in Leadership and Management",4,"",,105,125,,13,10.1016/S1479-3571(07)04006-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-78751494046&partnerID=40&md5=9df606198502da1c5917b7d9d79bb8f4",Book Chapter,Final,"",Scopus,2-s2.0-78751494046
"Myers, P.","7201449586","Sexed up intelligence or irresponsible reporting? the interplay of virtual communication and emotion in dispute sensemaking",2007,"Human Relations",60,"4",,609,636,,13,10.1177/0018726707078352,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34247595376&partnerID=40&md5=b7075a385344101e2b6fec31b6c877bb",Article,Final,"",Scopus,2-s2.0-34247595376
