Authors,Title,Year,Source title,Link,Document Type,Source
"Bernstein P.L.",[No title available],1996,"Against the Gods: The Remarkable Story of Risk",,,Scopus
"Paulk M.C., Curtis B., Chrissis M.B., Weber C.V.","Capability maturity model for software",1993,"Capability Maturity Model for Software, Version 1.1",,,Scopus
"Markus M.L., Robey D.","Information technology and organizational change: Causal structure in theory and research",1988,"Management Science",,,Scopus
"Smith H.J., Milberg S.J., Burke S.J.","Information privacy: Measuring individuals' concerns about organizational practices",1996,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000981743&doi=10.2307%2f249477&partnerID=40&md5=8e149c0381b08da5eed16dedcf5b518b",Article,Scopus
"Kelley H.H., Michela J.L.","Attribution theory and research",1980,"Annual Review of Psychology",,,Scopus
"Zucker L.G.","The role of institutionalization in cultural persistence",1977,"American Sociological Review",,,Scopus
"Bagozzi R.P., Phillips L.W.","Representing and testing organizational theories: A holistic construal",1982,"Administrative Science Quarterly",,,Scopus
"Weich K.E., Quinn R.E.","Organizational change and development",1999,"Annual Review of Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22644450830&doi=10.1146%2fannurev.psych.50.1.361&partnerID=40&md5=97b471b0f9b48538363c82401aa0c891",Article,Scopus
"March J.G., Simon H.A.",[No title available],1958,"Organizations",,,Scopus
"Curtis B., Krasner H., Iscoe N.","A field study of the software design process for large systems",1988,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024105910&doi=10.1145%2f50087.50089&partnerID=40&md5=167c96ec436646440a32b62554dababd",Article,Scopus
"Pinch T.J., Bijker W.E.","The Social Construction of Facts and Artefacts: Or How the Sociology of Science and the Sociology of Technology might Benefit Each Other",1984,"Social Studies of Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84972633924&doi=10.1177%2f030631284014003004&partnerID=40&md5=9c6de419b04d9b2cfff719404c5ca47a",Article,Scopus
"Gersick C.J.G.","Revolutionary change theories: A multilevel exploration of the punctuated equilibrium paradigm",1991,"Academy of Management Review",,,Scopus
"Milliken F.J.","Three types of perceived uncertainty about the environment: State, effect, and response uncertainty",1987,"Academy of Management Review",,,Scopus
"Keen P.G.W., Scott Morton M.S.",[No title available],1978,"Decision Support Systems: An Organizational Perspective",,,Scopus
"Eisenhardt Kathleen M.","CONTROL: ORGANIZATIONAL AND ECONOMIC APPROACHES.",1985,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022013369&doi=10.1287%2fmnsc.31.2.134&partnerID=40&md5=4bf3850060ad003f2144c165725d44cb",Article,Scopus
"Walsham G.","Doing interpretive research",2006,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746641326&doi=10.1057%2fpalgrave.ejis.3000589&partnerID=40&md5=4cb36c5d44e6b20eab786fe1d59278c4",Article,Scopus
"Trice H.M., Beyer J.M.",[No title available],1993,"The Cultures of Work Organizations",,,Scopus
"Douglas M., Wildavsky A.",[No title available],1982,"Risk and Culture",,,Scopus
"Greenwood R., Suddaby R.","Institutional entrepreneurship in mature fields: The big five accounting firms",2006,"Academy of Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645879915&doi=10.5465%2fAMJ.2006.20785498&partnerID=40&md5=1a0e55b1a65ea36b2d3701d73a32a97b",Article,Scopus
"Van De Ven A.H., Delbecq A.L., Koenig R.","Determinants of coordination modes within organizations",1976,"American Sociological Review",,,Scopus
"Duncan W.R.",[No title available],1996,"A Guide to the Project Management Body of Knowledge",,,Scopus
"Slovic P., Fischhoff B., Lichtenstein S.","Facts and fears: Understanding perceived risk",1980,"Societal Risk Assessment: How Safe Is Safe Enough?",,,Scopus
"Thaler R.H., Johnson E.J.","Gambling with the house money and trying to break even: The effects of prior outcomes on risky choice",1990,"Management Science",,,Scopus
"Simon H.A.","Rationality as process and as product of thought",1978,"American Economic Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019428342&partnerID=40&md5=36b197e2ed091485f6750faf7a0335a7",Conference Paper,Scopus
"Atkinson R.","Project management: Cost, time and quality, two best guesses and a phenomenon, its time to accept other success criteria",1999,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032595622&doi=10.1016%2fS0263-7863%2898%2900069-6&partnerID=40&md5=81a41943b1203fe51836334c74fe6342",Article,Scopus
"Meyer A.D., Tsui A.S., Hinings C.R.","Configurational approaches to organizational analysis",1993,"Academy of Management Journal",,,Scopus
"Slovic P.","Perceived Risk, Trust, and Democracy",1993,"Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027769403&doi=10.1111%2fj.1539-6924.1993.tb01329.x&partnerID=40&md5=fbc587464ab7d432d648e4fa68601137",Article,Scopus
"Paulk M.C., Weber C.V., Curtis B., Chrissis M.B.","The capability maturity model: Guidelines for improving the software process",1995,"The Capability Maturity Model: Guidelines for Improving the Software Process",,,Scopus
"Sitkin S.B., Pablo A.L.","Reconceptualizing the determinants of risk behavior",1992,"Academy of Management Review",,,Scopus
"Latour B.","Visualization and cognition: Thinking with eyes and hands",1986,"Knowledge and Society",,,Scopus
"Faraj S., Sproull L.","Coordinating expertise in software development teams",2000,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034478781&doi=10.1287%2fmnsc.46.12.1554.12072&partnerID=40&md5=61d1f88896f468d8df2c4d40d1a2310f",Article,Scopus
"Drazin R., Van De Ven A.H.","Alternative forms of fit in contingency theory",1985,"Administrative Science Quarterly",,,Scopus
"Strang D., Meyer J.W.","Institutional conditions for diffusion",1993,"Theory and Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-21144472531&doi=10.1007%2fBF00993595&partnerID=40&md5=879d7215940721feb13591815d36239c",Article,Scopus
"Dalkey N.C.",[No title available],1969,"The Delphi Method: An Experimental Study of Group Opinion",,,Scopus
"Arrow K.J.","""Aspects of the Theory of Risk-Bearing""",1965,"Aspects of the Theory of Risk Bearing",,,Scopus
"Turner J.R.",[No title available],1993,"The Handbook of Project-Based Management",,,Scopus
"Markus M.L., Tanis C.","The enterprise systems experience - From adoption to success",2000,"Framing the Domains of IT Management: Projecting the Future Through the Past",,,Scopus
"James L.R., Mulaik S.A., Brett J.M.",[No title available],1982,"Causal Analysis: Assumptions, Models, and Data",,,Scopus
"Galbraith J.R.","Organization design: An information processing view",1974,"Interfaces",,,Scopus
"Orlikowski W.J., Gash D.C.","Technological Frames: Making Sense of Information Technology in Organizations",1994,"ACM Transactions on Information Systems (TOIS)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028409472&doi=10.1145%2f196734.196745&partnerID=40&md5=c32e55adcfb4534cc8b509a0152d12fd",Article,Scopus
"Van de Ven A., Ferry D.",[No title available],1979,"Measuring and Assessing Organizations",,,Scopus
"Calder B.J., Phillips L.W., Tybout A.M.","Designing research for application",1981,"Journal of Consumer Research",,,Scopus
"Feldman M.S., March J.G.","Information in organizations as signal and symbol",1981,"Administrative Science Quarterly",,,Scopus
"Boehm B.W.","Software Risk Management: Principles and Practices",1991,"IEEE Software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025791156&doi=10.1109%2f52.62930&partnerID=40&md5=b45ff8d6700ad18f5312ca6650d4d65f",Article,Scopus
"Staw B.M.","The escalation of commitment to a course of action",1981,"Academy of Management Review",,,Scopus
"Curtis B., Kellner M.I., Over J.","Process Modeling",1992,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026923229&doi=10.1145%2f130994.130998&partnerID=40&md5=cbae721c029f980bf3ebee8b7b8b1ee3",Article,Scopus
"Cody R.P., Smith J.K.",[No title available],1991,"Applied Statistics and the SAS Programming Language",,,Scopus
"Hackman J.R.",[No title available],1990,"Groups That Work (and Those That Don't)",,,Scopus
"Miller D., Friesen P.H.","Organizations: A quantum view",1984,"Organizations: A Quantum View",,,Scopus
"Perrow C.","A framework for the comparative analysis of organizations",1967,"American Sociological Review",,,Scopus
"Rai A., Lang S.S., Welker R.B.","Assessing the validity of IS success models: An empirical test and theoretical analysis",2002,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036004587&doi=10.1287%2fisre.13.1.50.96&partnerID=40&md5=2156a6aa9f6594982837b2e7441702c1",Article,Scopus
"Einhorn H.J., Hogarth R.M.","Behavioral decision theory: Processes of judgment and choice",1981,"Annual Review of Psychology",,,Scopus
"Myers M.D., Newman M.","The qualitative interview in IS research: Examining the craft",2007,"Information and Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846313618&doi=10.1016%2fj.infoandorg.2006.11.001&partnerID=40&md5=0572ae7c4d73705f44f4fdb06ab721b8",Article,Scopus
"Davis G.B., Olson M.H.","Management information systems",1985,"Management Information Systems: Conceptual Foundations, Structure, and Development",,,Scopus
"Orlikowski W.J.","CASE tools as organizational change: Investigating incremental and radical changes in systems development",1993,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542493643&doi=10.2307%2f249774&partnerID=40&md5=8f3d7443d618fbc1a74a8a6640cff8fb",Article,Scopus
"Kwon T.H., Zmud R.W.","Unifying the fragmented models of information systems implementation",1987,"Critical Issues in Information Systems Research",,,Scopus
"Dyer W.G., Wilkins A.L.","Better stories, not better constructs, to generate better theory: A rejoinder to Eisenhardt",1991,"Academy of Management Review",,,Scopus
"Boehm B., Turner R.",[No title available],2004,"Balancing Agility and Discipline: A Guide for the Perplexed",,,Scopus
"Meyer A.D.","Adapting to environmental jolts.",1982,"Administrative science quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020433862&doi=10.2307%2f2392528&partnerID=40&md5=445c02172edf94d18b06391c871ec145",Article,Scopus
"Perrow C.",[No title available],1984,"Normal Accidents",,,Scopus
"Hartwick J., Barki H.","Explaining the role of user participation in information system use",1994,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050649674&doi=10.1287%2fmnsc.40.4.440&partnerID=40&md5=6da369cd337fc91d577cfdc86f436679",Article,Scopus
"Kahneman D., Tversky A.","The psychology of preferences",1982,"Scientific American","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020056875&doi=10.1038%2fscientificamerican0182-160&partnerID=40&md5=52f903866ab8dfe2026a968c21d74c74",Article,Scopus
"Gulliksen H.",[No title available],1950,"Theory of Mental Tests",,,Scopus
"Bachrach P., Baratz M.S.",[No title available],1970,"Power and Poverty: Theory and Practice",,,Scopus
"Keil M., Tan B.C.Y., Wei K.-K., Saarinen T., Tuunainen V., Wassenaar A.","A cross-cultural study on escalation of commitment behavior in software projects",2000,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040918921&doi=10.2307%2f3250940&partnerID=40&md5=f7dccfaa20c4b02a971c72922e73d044",Article,Scopus
"Cooke-Davies T.","The ""real"" success factors on projects",2002,"International Journal of Project Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036532705&doi=10.1016%2fS0263-7863%2801%2900067-9&partnerID=40&md5=ca4cfe1562265d6277925f63e3211b70",Article,Scopus
"Project Management Institute",[No title available],2013,"A Guide to the Project Management Body of Knowledge",,,Scopus
"Kay J.",[No title available],1993,"Foundations of Corporate Success",,,Scopus
"Sjöberg L.","Factors in risk perception",2000,"Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342322905&doi=10.1111%2f0272-4332.00001&partnerID=40&md5=6a663252a333b86c42223666ef09ce68",Article,Scopus
"Ives B., Olson M.H.","User involvement and MIS success: A review of research",1984,"Management Science",,,Scopus
"Lichtenstein S., Slovic P., Fischhoff B., Layman M., Combs B.","Judged frequency of lethal events",1978,"Journal of Experimental Psychology: Human Learning and Memory",,,Scopus
"Gorry G.A., Scott Morton M.S.","A framework for management information systems",1971,"Sloan Management Review",,,Scopus
"Tiwana A.",[No title available],2000,"The Knowledge Management Toolkit",,,Scopus
"Attewell P.","Technology diffusion and organizational learning: The case of business computing",1992,"Organization Science",,,Scopus
"Douglas M.",[No title available],1985,"Risk Acceptability According to the Social Sciences",,,Scopus
"Pugh D.S., Hickson D.J., Hinings C.R., Turner C.","The context of organization structures",1969,"Administrative Science Quarterly",,,Scopus
"Fischhoff B., Lichtenstein S., Slovic P., Derby S.L., Keeney R.L.",[No title available],1981,"Acceptable Risk",,,Scopus
"Shafir E., Simonson I., Tversky A.","Reason-based choice",1993,"Cognition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027673022&doi=10.1016%2f0010-0277%2893%2990034-S&partnerID=40&md5=5c72cc40393a30413146fdc2e1a957ad",Article,Scopus
"Bourgeois L.J., Eisenhardt K.M.","Strategic decision processes in high velocity environments: Four cases in the microcomputer industry",1988,"Management Science",,,Scopus
"Tolbert P.S., Zucker L.G.","The institutionalization of institutional theory",1996,"Handbook of Organization Studies",,,Scopus
"Singh J.V.","Performance, slack, and risk taking in organizational decision making",1986,"Academy of Management Journal",,,Scopus
"Brockhaus R.H.","Risk taking propensity of entrepreneurs",1980,"Academy of Management Journal",,,Scopus
"Mohr L.B.",[No title available],1982,"Explaining Organizational Behavior",,,Scopus
"Lattin J., Carroll J.D., Green P.E.",[No title available],2003,"Analyzing Multivariate Data",,,Scopus
"Thomas J.B., Clark S.M., Gioia D.A.","Strategic sensemaking and organizational performance: linkages among scanning, interpretation, action, and outcomes.",1993,"Academy of Management journal. Academy of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027580893&doi=10.2307%2f256522&partnerID=40&md5=6d9ce70086d8e7346c85f01c02153ad1",Review,Scopus
"Pettigrew A.M.","What is a processual analysis?",1997,"Scandinavian Journal of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031498213&doi=10.1016%2fS0956-5221%2897%2900020-1&partnerID=40&md5=8c68ab69acdf3888cd3a665ece5ff760",Article,Scopus
