Authors,Title,Year,Source title,Link,Document Type,Source
"Yetton P., Henningsson S., Bjørn-Andersen N.","""Ready to acquire"": The IT Resources required for a growth-by-acquisition business strategy",2013,"MIS Quarterly Executive","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878690515&partnerID=40&md5=9a843b0d15e5aa4ad0e5a8831d3333bf",Article,Scopus
"Teubner R.A.","Information systems strategy: Theory, practice, and challenges for future research",2013,"Business and Information  Systems Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027951914&doi=10.1007%2fs12599-013-0279-z&partnerID=40&md5=19247d2efa29406bf59fa7ee15e82546",Article,Scopus
"Galliers R.D., Markus M.L., Newell S.","Choosing appropriate information systems research approaches: A revised taxonomy",2007,"Exploring Information Systems Research Approaches",,,Scopus
"Housel T.J., Nelson S.K.","Knowledge valuation analysis: Applications for organizational intellectual capital",2005,"Journal of Intellectual Capital","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28444440609&doi=10.1108%2f14691930510628816&partnerID=40&md5=e42e394ad9474a8e466d5ca88a15c2c6",Review,Scopus
"Tai L.A., Phelps R.","CEO and CIO perceptions of information systems strategy: Evidence from hong kong",2000,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23044524336&doi=10.1057%2fpalgrave.ejis.3000362&partnerID=40&md5=dbf42f9de0ab19e019c71164bb6fba6e",Article,Scopus
"Ward J.M.","Integrating information systems into business strategies",1987,"Long Range Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023366313&doi=10.1016%2f0024-6301%2887%2990068-9&partnerID=40&md5=09a9b5e58d475e07eb2867d0b8205df0",Article,Scopus
"Tamm T., Seddon P.B., Shanks G., Reynolds P., Frampton K.M.","How an Australian retailer enabled business transformation through enterprise architecture",2015,"MIS Quarterly Executive","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952320702&partnerID=40&md5=8a8b4fb84c886472c969053d7e536e6b",Article,Scopus
"Yeh C.-H., Lee G.-G., Pai J.-C.","How information system capability affects e-business information technology strategy implementation: An empirical study in Taiwan",2012,"Business Process Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859498729&doi=10.1108%2f14637151211225171&partnerID=40&md5=fb0aa572da5bbffe07c9c75a04e53600",Article,Scopus
"Newell S., Swan J., Kautz K.","The Role of Funding Bodies in the Creation and Diffusion of Management Fads and Fashions",2001,"Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990323732&doi=10.1177%2f135050840181006&partnerID=40&md5=a4dae5f76545a3d0eafe3f777d8869b1",Article,Scopus
"Scott Morton M.S.","Introduction",1991,"The Corporation of the 1990s: Information Technology and Organizational Transformation",,,Scopus
"Somogyi E.K., Galliers R.D.","Applied information technology: From data processing to strategic information systems",1987,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974863285&doi=10.1057%2fjit.1987.7&partnerID=40&md5=afbba081e80bb4fa58f3495dc690562e",Article,Scopus
"Eric Zheng Z., Fader P., Padmanabhan B.","From business intelligence to competitive intelligence: Inferring competitive measures using augmented site-centric data",2012,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871494456&doi=10.1287%2fisre.1110.0385&partnerID=40&md5=230db571f7e1ae6e5987c8293d17d01d",Article,Scopus
"Sarrazin H., West A.","Understanding the strategic value of IT in M&A",2011,"McKinsey Quarterly",,,Scopus
"Gomez M.-L.","A Bourdesian perspective on strategy-as-practice",2010,"Cambridge handbook of strategy as practice",,,Scopus
"Lajili K., Mahoney J.T.","Revisiting agency and transaction costs theory predictions on vertical financial ownership and contracting: Electronic integration as an organizational form choice",2006,"Managerial and Decision Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845261180&doi=10.1002%2fmde.1275&partnerID=40&md5=6d945cfd7ef3d142b2defe54a5c295fa",Article,Scopus
"Newkirk H.E., Lederer A.L.","Incremental and comprehensive strategic information systems planning in an uncertain environment",2006,"IEEE Transactions on Engineering Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746622549&doi=10.1109%2fTEM.2006.877446&partnerID=40&md5=e60034689f92517639b539b6cce1e923",Article,Scopus
"Das T.K.","Strategy and time: Really recognizing the future",2004,"Managing the Future: Foresight in the Knowledge Economy",,,Scopus
"Galliers R., Newell S.","Strategy as data plus sense-making",2003,"Images of Strategy",,,Scopus
"Littler K., Aisthorpe P., Hudson R., Keasey K.","New approach to linking strategy formulation and strategy implementation: An example from the UK banking sector",2000,"International Journal of Information Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034541395&doi=10.1016%2fS0268-4012%2800%2900036-0&partnerID=40&md5=8d77e7e9daf630736d72de26be185de4",Article,Scopus
"Avison D.E., Cuthbertson C.H., Powell P.","The paradox of information systems: Strategic value and low status",1999,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141800391&doi=10.1016%2fS0963-8687%2800%2900026-3&partnerID=40&md5=ac1d5abcfe09fb517db89ce57eee65ca",Article,Scopus
"Gottschalk P.","Implementation of formal plans: The case of information technology strategy",1999,"Long Range Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005654601&doi=10.1016%2fS0024-6301%2899%2900040-0&partnerID=40&md5=58ad5143031bf9a7583aa4608b4845b4",Article,Scopus
"Venkatraman N., Loh L.","The shifting logic of the IS organization: From technical portfolio to relationship portfolio",1994,"Information Strategy",,,Scopus
"Fitzgerald E.P.","Success measures for information systems strategic planning",1993,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38248999730&doi=10.1016%2f0963-8687%2893%2990010-8&partnerID=40&md5=2ae762456293741b91a50fa7e72bdc4f",Article,Scopus
"Shankar V.","Proactive and reactive product line strategies: Asymmetries between market leaders and followers",2006,"Management Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644700752&doi=10.1287%2fmnsc.1050.0443&partnerID=40&md5=a6ab6fb3835814d2bab7d1c53d72c502",Article,Scopus
"Merali Y.","Complexity and information systems",2004,"Social Theory and Philosophy for Information Systems",,,Scopus
"Gurr D.","ICT, Leadership in education and e-leadership",2004,"International Journal of Phytoremediation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949266989&doi=10.1080%2f0159630042000178518&partnerID=40&md5=147c48b663bd6d65cde6a4258131551e",Article,Scopus
"Conrath D.W., Ang J.K., Mattay S.","Strategic planning for information systems: A survey of Canadian organizations",1992,"INFOR",,,Scopus
"Cumps B., Martens D., De Backer M., Haesen R., Viaene S., Dedene G., Baesens B., Snoeck M.","Inferring comprehensible business/ICT alignment rules",2009,"Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63749131184&doi=10.1016%2fj.im.2008.05.005&partnerID=40&md5=3d41f5d0779e4912c502b612f37eea14",Article,Scopus
"Cao Q., Schniederjans M.J.","Empirical study of the relationship between operations strategy and information systems strategic orientation in an e-commerce environment",2004,"International Journal of Production Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142684822&doi=10.1080%2f00207540410001691884&partnerID=40&md5=2f9e9d0a003f72e25b566d65bfbfa51c",Article,Scopus
"Vedder R.G., Guynes C.S.","Cios' perspectives on competitive intelligence",2002,"Information Systems Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036735784&doi=10.1201%2f1078%2f43202.19.4.20020901%2f38834.6&partnerID=40&md5=14cd415c42eceda8731f757d34f0e60f",Article,Scopus
"Teo T.S.H., King W.R.","An assessment of perceptual differences between informants in information systems research",1997,"Omega","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031256847&doi=10.1016%2fS0305-0483%2897%2900031-5&partnerID=40&md5=7e6af090519b9c9914261c7818e40a52",Article,Scopus
"Lederer A.L., Gardiner V.","Strategic Information Systems Planning the Method/1 Approach",1992,"Information Systems Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002104224&doi=10.1080%2f10580539208906877&partnerID=40&md5=e5039cccc5daf1b68cfcab31f4dea967",Article,Scopus
"Nelson R.","Physical and social technologies, and their evolution",2003,"Physical and Social Technologies and Their Evolution",,,Scopus
"Galliers R.D., Newell S.","Back to the future: From knowledge management to the management of information and data",2003,"Information Systems and E-Business Management",,,Scopus
"Stevenson H.H.","A perspective on entrepreneurship",1999,"The Entrepreneurial Venture",,,Scopus
"Bakos Y., Brynjolfsson E.","Organizational partnerships and the virtual corporation",1997,"Information Technology and Industrial Competitiveness: How Information Technology Shapes Competition",,,Scopus
"Mirchandani D.A., Lederer A.L.","""Less is More:"" Information Systems Planning in an Uncertain Environment",2012,"Information Systems Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857087131&doi=10.1080%2f10580530.2012.634293&partnerID=40&md5=6e9c7165c1890b8acb9da41d8a15eaa0",Article,Scopus
"Heart T., Maoz H., Pliskin N.","From governance to adaptability: The mediating effect of IT executives' managerial capabilities",2010,"Information Systems Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74949124093&doi=10.1080%2f10580530903455163&partnerID=40&md5=cff291623e7687ddbe4c5ab35c40a25f",Article,Scopus
"Sarkees M., Hulland J., Prescott J.","Ambidextrous organizations and firm performance: The role of marketing function implementation",2010,"Journal of Strategic Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951724011&doi=10.1080%2f09652540903536982&partnerID=40&md5=291253633d46ea57262e92261a1c2a1a",Article,Scopus
"Newkirk H.E., Lederer A.L.","The effectiveness of strategic information systems planning for technical resources, personnel resources, and data security in environments of heterogeneity and hostility",2007,"Journal of Computer Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249774279&partnerID=40&md5=caea50c9eba923564d6999b11e554c74",Article,Scopus
"Athey S.","Characterizing properties of stochastic objective functions",1995,"Characterizing Properties of Stochastic Objective Functions",,,Scopus
"Berthon P., Donnellan B.","The Greening of IT: Paradox or promise?",2011,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952619469&doi=10.1016%2fj.jsis.2011.02.001&partnerID=40&md5=828003854755430a6b2290db558d79b9",Editorial,Scopus
"Bennet A., Tomblin M.S.","A learning network framework for modern organizations: Organizational learning, knowledge management and ICT support",2006,"VINE","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748756271&doi=10.1108%2f03055720610703588&partnerID=40&md5=1700af5a78372ed21f6b63c4a7fca43b",Article,Scopus
"Desouza K.C.","Agile information systems: Conceptualization, construction, and management",2006,"Agile Information Systems: Conceptualization, Construction, and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905062921&doi=10.4324%2f9780080463681&partnerID=40&md5=ccbe02e3770c021da08cfd32f4362967",Book,Scopus
"O'Regan N., Ghobadian A.","Strategic planning - A comparison of high and low technology manufacturing small firms",2005,"Technovation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13644260783&doi=10.1016%2fS0166-4972%2803%2900091-9&partnerID=40&md5=41abd44c0fb5655b36da209f0a00d965",Article,Scopus
"Smits M.T., Van Der Poel K.G., Ribbers P.M.A.","Assessment of information strategies in insurance companies in the Netherlands",1997,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041543131&doi=10.1016%2fS0963-8687%2897%2900004-8&partnerID=40&md5=5498d9dc7795e9dfdaa83de0c76de780",Article,Scopus
"Kovacevic A., Majluf N.","Six stages of IT strategic management",1993,"Sloan Management Review",,,Scopus
"Eisenhardt K.M.","Building theories from case study research",1989,"Academy of Management Review",,,Scopus
"Brand S.","Keep designing: How the information economy is being created and shaped by the hacker ethic",1985,"Whole Earth Review",,,Scopus
"Kriebel C.H.","The strategic dimension of computer systems planning",1968,"Long Range Planning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12344260163&doi=10.1016%2f0024-6301%2868%2990018-6&partnerID=40&md5=a14539e10a687dcae7366a6ea63c7f8e",Article,Scopus
"Splitter V., Seidl D.","Does practice-based research on strategy lead to practically relevant knowledge? Implications of a bourdieusian perspective",2011,"Journal of Applied Behavioral Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952255701&doi=10.1177%2f0021886310396322&partnerID=40&md5=0849faece9f8f6aa987e8d9ed3443564",Article,Scopus
"Jarzabkowski P.","An activity-theory approach to strategy as practice",2010,"Cambridge Handbook of Strategy As Practice",,,Scopus
"Muir A.","Lean Six Sigma statistics: Calculating process efficiencies in transactional projects",2006,"Lean Six Sigma Statistics",,,Scopus
"Nakata C., Zhu Z.","Information Technology and Customer Orientation: A Study of Direct, Mediated, and Interactive Linkages",2006,"Journal of Marketing Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34848837554&doi=10.1362%2f026725706776861208&partnerID=40&md5=495355b48102985c83723a5f632b73ac",Article,Scopus
"Lee G.-G., Lin H.-F., Pai J.-C.","Influence of environmental and organizational factors on the success of internet-based interorganizational systems planning",2005,"Internet Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844446138&doi=10.1108%2f10662240510629466&partnerID=40&md5=4da0286724abca1b98f727ffb4bc9565",Article,Scopus
"Fornell C., Larcker D.F.","Evaluating structural equation models with unobservable variables and measurement error",1981,"Journal of Marketing Research",,,Scopus
"Lema L., Calvo-Manzano J.-A., Colomo-Palacios R., Arcilla M.","ITIL in small to medium-sized enterprises software companies: Towards an implementation sequence",2015,"Journal of Software: Evolution and Process","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939494936&doi=10.1002%2fsmr.1727&partnerID=40&md5=5d0d6921a3ea07ca419dc126e4966092",Article,Scopus
"Yanosky R.","From users to choosers: The cloud and the changing shape of enterprise authority",2008,"The Tower and the Cloud",,,Scopus
"Cegielski C.G., Reithel B.J., Rebman C.M.","Emerging information technologies: Developing a timely it strategy",2005,"Communications of the ACM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23344434855&doi=10.1145%2f1076211.1076214&partnerID=40&md5=66cabccb375e0d908640e5551391aeb5",Review,Scopus
"Tallon P.P.","A Process-Oriented Assessment of the Alignment of Information Systems and Business Strategy: Implications for IT Business Value",2000,"A Process-oriented Assessment of the Alignment of Information Systems and Business Strategy: Implications for IT Business Value",,,Scopus
"Auer T., Reponen T.","Information Systems Strategy Formation Embedded into a Continuous Organizational Learning Process",1997,"Information Resources Management Journal (IRMJ)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001864961&doi=10.4018%2firmj.1997040103&partnerID=40&md5=419eb8ff273b52d549fb5dec58554d04",Article,Scopus
"Galliers R.D.","Strategic information systems planning: Myths, reality and guidelines for successful implementation",1994,"Strategic Information Management",,,Scopus
"Flynn D.J., Goleniewska E.","A survey of the use of strategic information systems planning approaches in UK organizations",1993,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040802908&doi=10.1016%2f0963-8687%2893%2990008-X&partnerID=40&md5=4f725c3ef33b7a5f9b698b65238a5bd8",Article,Scopus
"Pant G., Sheng O.R.L.","Web footprints of firms: Using online isomorphism for competitor identification",2015,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929164043&doi=10.1287%2fisre.2014.0563&partnerID=40&md5=14fc5b430ada53735a0586e42f2e86be",Article,Scopus
"Friesl M.","Knowledge Acquisition Strategies and Company Performance in Young High Technology Companies",2012,"British Journal of Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864918514&doi=10.1111%2fj.1467-8551.2011.00742.x&partnerID=40&md5=b88a5c205a6dd1ab6f96353990bd8738",Article,Scopus
"Hwang M.I., Hongjiang X.","A survey of data warehousing success issues",2005,"Business Intelligence Journal",,,Scopus
"Choo C.W.","Information failures and organizational disasters",2005,"MIT Sloan Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18444401442&partnerID=40&md5=085c86f22401843e06d97de747788e1f",Article,Scopus
"Jargowsky P.A.","Ecological Fallacy",2004,"Encyclopedia of Social Measurement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069289966&doi=10.1016%2fB0-12-369398-5%2f00112-2&partnerID=40&md5=cf5b9a3257b661c87a05fade77d10f8a",Book Chapter,Scopus
"Currie W.L., Willcocks L.","The New Branch Columbus project at Royal Bank of Scotland: The implementation of large-scale business process re-engineering",1996,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042373444&doi=10.1016%2fS0963-8687%2896%2980004-7&partnerID=40&md5=36d359f99e5bcf8d860078b8dda099b0",Article,Scopus
"Hahn W., Powers T.L.","Strategic plan quality, implementation capability, and firm performance",2010,"Academy of Strategic Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957927142&partnerID=40&md5=6a7a10524f9c13a91c1b249492f3d498",Article,Scopus
"Lin Y., Desouza K.C., Roy S.","Measuring agility of networked organizational structures via network entropy and mutual information",2010,"Applied Mathematics and Computation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953319894&doi=10.1016%2fj.amc.2010.03.132&partnerID=40&md5=7c369db091eb5a61e874a22defc05e20",Article,Scopus
"Hagel J., Brown J., Davison L.",[No title available],2009,"Measuring the Forces of Long-Term Change: The 2009 Shift Index",,,Scopus
"Luftman J.","Key issues for IT executives 2004",2005,"MIS Quarterly Executive",,,Scopus
"Jiang Z., Mookerjee V.S., Sarkar S.","Lying on the web: Implications for expert systems redesign",2005,"Information Systems Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-30344434027&doi=10.1287%2fisre.1050.0046&partnerID=40&md5=d86cee0f4a854cfc151e55808177a8d2",Article,Scopus
"Magoulas T., Pessi K.","Strategic IT Management. Doctoral Dissertation",1998,"Strategisk IT-management",,,Scopus
"Bajjaly S.T.","Strategic Information Systems Planning in the Public Sector",1998,"American Review of Public Administration","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0348046693&doi=10.1177%2f027507409802800105&partnerID=40&md5=de670c1575ea1baa93862ae28a30ea79",Article,Scopus
"Cowen T., Glazer A.","More monitoring can induce less effort",1996,"Journal of Economic Behavior and Organization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030186734&doi=10.1016%2fS0167-2681%2896%2900845-1&partnerID=40&md5=b90663f7a5ff529ae503e4933d24fd8f",Article,Scopus
"Ragu-Nathan B., Ragu-Nathan T.S., Tu Q., Shi Z.","Information management (IM) strategy: The construct and its measurement",2001,"Journal of Strategic Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035577494&doi=10.1016%2fS0963-8687%2801%2900053-1&partnerID=40&md5=545a2c5e4ccf2cbd4ab03636ff03a24d",Article,Scopus
"Galliers R.D., Swan J.","Information systems and strategic change: A critical review of business process re-engineering",1999,"Rethinking Management Information Systems",,,Scopus
"Swanson E.B., Beath C.M.","Reconstructing the systems development organization",1989,"MIS Quarterly: Management Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55249091451&doi=10.2307%2f249004&partnerID=40&md5=a626df9168b8b1a7fc3e9212fcaf9ae4",Article,Scopus
"Galliers R.D., Somogyi S.K.","From data processing to strategic information systems - A historical perspective",1987,"Towards Strategic Information Systems",,,Scopus
"Kerfoot K.M.","Listening to see: The key to virtual leadership",2010,"Nursing Economics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952388560&partnerID=40&md5=c54f357a32774a57583ecce2707fa799",Article,Scopus
"Postrel S.","Multitasking teams with variable complementarity: Challenges for capabiuty management",2009,"Academy of Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249190292&doi=10.5465%2fAMR.2009.36982626&partnerID=40&md5=caf3b8a5f113791e94dde651961851e8",Review,Scopus
"Mitch Casselman R., Samson D.","Aligning knowledge strategy and knowledge capabilities",2007,"Technology Analysis and Strategic Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845894235&doi=10.1080%2f09537320601065324&partnerID=40&md5=7fcf2f47ec72aab899efb49123ed67e4",Article,Scopus
"Gao G., Hitt L.","IT and product variety: Evidence from panel data",2004,"Proceedings of the 25th Annual International Conference on Information Systems",,,Scopus
"Roberts B., Jarvenppa S., Baxley C.","Evolving at the speed of change: Managing change readiness at Motorola's semiconductor products sector",2003,"MIS Quarterly Executive",,,Scopus
"Yoffie D.B., Kwak M.",[No title available],2001,"Judo Strategy: Turning Your Competitors' Strength to Your Advantage",,,Scopus
"Selig G.J.","Approaches to strategic planning for information resource management (IRM) in multinational corporations",1982,"MIS Quarterly",,,Scopus
"Arham A.F., Boucher C., Muenjohn N.","Leadership and Entrepreneurial Success: A Study of SMEs in Malaysia",2013,"World Journal of Social Sciences",,,Scopus
"Alamsjah F.","Key success factors in implementing strategy: Middle-level managers' perspectives",2011,"Procedia - Social and Behavioral Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81055137502&doi=10.1016%2fj.sbspro.2011.09.049&partnerID=40&md5=5a79f797a7bb7257858e1602f518ca56",Conference Paper,Scopus
"Revilla E., Rodríguez-Prado B., Prieto I.","Information technology as knowledge management enabler in product development: Empirical evidence",2009,"European Journal of Innovation Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349639389&doi=10.1108%2f14601060910974228&partnerID=40&md5=220c7b42b3e54d0c6dcb4f1a541d2407",Article,Scopus
"Izza S., Imache R., Vincent L., Lounis Y.","An approach for the evaluation of the agility in the context of enterprise interoperability",2008,"Enterprise Interoperability III",,,Scopus
"Kumar S., Petersen P.","Impact of e-commerce in lowering operational costs and raising customer satisfaction",2006,"Journal of Manufacturing Technology Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644600193&doi=10.1108%2f17410380610648263&partnerID=40&md5=59ec9f0844525c5becde99ec6620eff5",Article,Scopus
"Curtis G.A., Chanmugam R.","Reconcilable differences: IT and post-merger integration",2005,"Accenture Outlook",,,Scopus
"Phaal R., Farrukh C., Probert D.","Customizing roadmapping",2004,"IEEE Engineering Management Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644299856&doi=10.1109%2fEMR.2004.25111&partnerID=40&md5=578dca5afc26450015ad7dec7c3ff465",Article,Scopus
"Henderson J., Thomas J., Venkatraman N.",[No title available],1992,"Making Sense of IT: Strategic Alignment and Organizational Context",,,Scopus
"Dinter B., Winter R.","Information logistics strategy - Analysis of current practices and proposal of a framework",2009,"Proceedings of the 42nd Annual Hawaii International Conference on System Sciences, HICSS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63349096540&doi=10.1109%2fHICSS.2009.253&partnerID=40&md5=bad9d05061891bba142717e81029eec9",Conference Paper,Scopus
"Dissel M.C., Phaal R., Farrukh C.J., Probert D.R.","Value roadmapping",2009,"Research Technology Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73349097861&doi=10.1080%2f08956308.2009.11657599&partnerID=40&md5=286b5f85cc187a3e81a0f5e51bf62c1d",Article,Scopus
"Mirchandani D.A., Lederer A.L.","The impact of autonomy on information systems planning effectiveness",2008,"Omega","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38649103204&doi=10.1016%2fj.omega.2006.04.001&partnerID=40&md5=9a1c7d9a80157605d969e7e4309ad353",Article,Scopus
"Frolick M.N., Lindsey K.","Critical factors for data warehouse failure",2003,"Business Intelligence Journal",,,Scopus
"Van Wijk R., Van den Bosch F., Volberda H.","The impact of knowledge depth and breadth of absorbed knowledge on levels of exploration and exploitation",2001,"Paper presented at the annual meeting of the Academy of Management",,,Scopus
"Brown R., O'Hare S.","The use of technology roadmapping as an enabler of knowledge management",2001,"Institution of Electrical Engineers",,,Scopus
"MacDonald H.","The strategic alignment process",1991,"The Corporation of the 1990s: Information Technology and Organizational Transformation",,,Scopus
"Gresty M.","What role do information systems play in the knowledge management activities of SMEs?",2013,"Business Information Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885005281&doi=10.1177%2f0266382113507377&partnerID=40&md5=87d59c7b6e5f13758b952f54e83869af",Article,Scopus
"Fiedler F.E.","The contingency model: A theory of leadership effectiveness",2006,"Small Groups: Key Readings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64049090216&doi=10.4324%2f9780203647585&partnerID=40&md5=aaaa30be0d3b7a17156a967fefe94fac",Book Chapter,Scopus
"Mocker M., Teubner A.","Towards a comprehensive model of information strategy",2005,"Proceedings of the 13th European Conference on Information Systems, Information Systems in a Rapidly Changing Economy, ECIS 2005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871017771&partnerID=40&md5=6dca580a0448da2c84627280e1335fdd",Conference Paper,Scopus
"Baskerville R.","Warfare: A comparative framework for business information security",2005,"Journal of Information System Security",,,Scopus
"Gustas R., Gustiene P.","Towards the enterprise engineering approach for information system modelling across organisational and technical boundaries",2004,"Enterprise Information Systems",,,Scopus
"Breu K., Peppard J.","Useful knowledge for information systems practice: The contribution of the participatory paradigm",2003,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242695573&doi=10.1080%2f0268396032000122141&partnerID=40&md5=4b2ce853d7b936efe3c1114fe80d1e9f",Review,Scopus
"Benamati J.S., Lederer A.L.","Rapid change: Nine information technology management challenges",2000,"INFOR","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034313383&doi=10.1080%2f03155986.2000.11732417&partnerID=40&md5=a08e62ef1fed02550f86d97260a60ffa",Article,Scopus
"Zollo M., Singh H.","The impact of knowledge codification, experience trajectories and integration strategies on the performance of corporate acquisitions",1998,"Academy of Management Best Paper Proceedings",,,Scopus
"Foss N.J., Christensen J.F.","A process approach to corporate coherence",1996,"A Process Approach to Corporate Coherence",,,Scopus
"King W.R., Cleland D.I.","A new method for strategic systems planning",1975,"Business Horizons","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040674085&doi=10.1016%2f0007-6813%2875%2990027-0&partnerID=40&md5=b32399b22f198684200c81e704ad3ca5",Article,Scopus
"Paroutis S., Heracleous L., Angwin D.",[No title available],2013,"Practicing Strategy: Text and Cases",,,Scopus
"Chakravarthy B., Henderson J.H.","From a hierarchy to a heterarchy of strategies: Adapting to a changing context",2007,"Management Decision","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247124121&doi=10.1108%2f00251740710745160&partnerID=40&md5=71cfa10d74af01bc00aa94901956a78f",Article,Scopus
"Baskerville R.L.","Artful planning",2006,"European Journal of Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745804493&doi=10.1057%2fpalgrave.ejis.3000622&partnerID=40&md5=bb374f21996747bf589e3219c852adb5",Editorial,Scopus
"Leidner D.E., Beatty R.C., Mackay J.M.","How CIOs Manage IT During Economic Decline: Surviving and Thriving Amid Uncertainty",2003,"MIS Quarterly Executive",,,Scopus
"Zmud R.W.","Conducting and publishing practice-driven research",1998,"Information Systems: Current Issues and Future Changes",,,Scopus
"Shin N.","The impact of information technology on coordination costs: Implications for firm productivity",1997,"Proceedings of the 18th International Conference on Information Systems, ICIS 1997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988840950&partnerID=40&md5=7be705a7b5dd38c21f40d6957bca6fa2",Conference Paper,Scopus
"Ward J.M.","Information systems and technology application portfolio management-an assessment of matrix-based analyses",1988,"Journal of Information Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0004893839&partnerID=40&md5=5561f0ec7d8cc0c507d45011ea7a675a",Article,Scopus
"Bartenschlager J., Goeken M.","IT strategy implementation framework - Bridging enterprise architecture and IT governance",2010,"16th Americas Conference on Information Systems 2010, AMCIS 2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870316204&partnerID=40&md5=dfb3dc1a03dc79784e67d2b7a8719019",Conference Paper,Scopus
"Rai A., Sambamurthy V., Agarwal R.","How CIOs can enable governance of value nets",2008,"MIS Quarterly Executive",,,Scopus
